sku,sku_base,name,classification,wine_color,style,country,region,subregion,appellation,vintage,brand,grape_variety,wine_body,wine_acidity,wine_tannin,flavor_tags,food_matching,overall_confidence,desc_en_short,bottle_size,price,validation_status,enrichment_priority
WDW0137AA,WDW0137,Cantine Pellegrino  Marsala Fine Rubino (500 ml),Red Wine,Intense ruby red.,,Italy,Sicily,,,,Cantine Pellegrino,,Full,Low,High,"[""fruit""]",Dessert,0.658,"Fruity, in which the primary
perfumes of the grapes of origin
are exalted by hints of cherry
and plum, Sweet, warm and
harmonious, with elegantly tannic
finish.",,775,validated,2
WDW0141AA,WDW0141,La Spinetta   Bricco Quaglia Moscato D'Asti,White Wine,Yellow with green reflections.,Muscat,Italy,Piedmont,,,,La Spinetta,Muscat,Light,Medium,Low,"[""fruit"",""herbal""]",Dessert,0.847,"This wine is Yellow with green reflections. Aroma of Sweet and sexy, with aromas of apple and honeysuckle. On the palate Full bodied with sherbet, pair and peach flavors and a hint of sweet caramel.",,1215,validated,2
WDW0150BS,WDW0150,Castellare Di Castellina  Vin Santo S.Niccolò IGT  (375 ml),Dessert Wine,Bright amber colour.,Malvasia Bianca And 40% Trebbiano Toscano,Italy,Tuscany,,,2018,Castellare Di Castellina,"Malvasia, Trebbiano",Full,Medium,Low,"Dried Fruit, Chestnut, Caramel, Honey",Hard Cheese|Dessert,1.0,,375 ml,1900,validated,2
WDW0520AA,WDW0520,Fontanafredda  Moscato D'Asti Briccotondo DOCG,White Wine,Straw-yellow.,Muscat,Italy,Piedmont,,,,Fontanafredda,Muscat,Medium,Medium,Low,"[""herbal"",""floral""]",Dessert,0.887,"The fragrance of its aroma wich comes direct form the grapes, imbues this wine with an intense nose of
musk, black locust and orange flowers, sage and honey, and the lingering of its carefree flavour brings out the brightest of spirits. The warmth arid light that the sun has shed on the vineyards are reproduced in the glass, where this clear, straw-yellow wine has a pleasantly sweet taste that is very well-balanced and features honey
and just-picked grapes.",,645,validated,2
WEV0064WN,WEV0064,Texica Wine Market @TEXICA WINE CELLAR (Saturday 25 October 2025),Events,,,,Veneto,,,2025,Wine,,,,,"[""floral""]",Pasta,0.76,"<p><strong>TASTING WITH PRODUCERS</strong></p>
<p><strong>SATURDAY 25TH OCTOBER 2025</strong></p>
<p><strong>TIME : 3PM – 6PM </strong><strong>AT : TEXICA WINE CELLAR</strong></p>
<p> </p>
<p><strong>TASTE OVER 30 AUTHENTIC WINES AND ENJOY ITALIAN FOOD MARKET BY PREMIUM FOOD.</strong></p>
<p><strong>Bubble & Bianco</strong></p>
<ul>
<li>Bottega Prosecco Rose Gold</li>
<li>Bottega Prosecco DOC Brut</li>
<li>Ferrari Maximum Brut Trento DOC</li>
<li>Cristo di Campobello Laudari Chardonnay</li>
<li>Pelissero Riesling Langhe DOC</li>
<li>Casale del Giglio Bellone</li>
</ul>
<p><strong>Indigenous Grape</strong></p>
<ul>
<li>Ferragu Valpolicella Superiore</li>
<li>Pelissero Dolcetto Augenta</li>
<li>Stefano Antonucci Lacrima di Morro d’Alba</li>
<li>Polvanera Susumaniello Marchesana</li>
<li>Casale del Giglio Cesanese</li>
<li>Montevetrano IGT Colli Salerno</li>
</ul>
<p><strong>Trento to Sicily</strong></p>
<ul>
<li>Cusumano Noa</li>
<li>Ricasoli Brolio Chianti Classico</li>
<li>Alta Mora Etna Rosso</li>
<li>Fontanabianca Barbaresco</li>
<li>Nicolis Amarone Classico della Valpolicella</li>
<li>St. Pauls Luzia Pinot Nero</li>
</ul>
<p><strong> Friuli & Abruzzo</strong></p>
<ul>
<li>Marco Felluga Mongris Collio Pinot Grigio</li>
<li>Russiz Superiore Collio Rosso Riserva degli Orzoni</li>
<li>Russiz Superiore Cabernet Franc</li>
<li>Marco Felluga Marnasco Cabernet Sauvignon</li>
<li>Velenosi Quintana Rosso Piceno Superiore</li>
<li>Velenosi Solesta Rosso Piceno Superiore</li>
<li>Tenute del Cerro Vino Nobile di Montepulciano</li>
<li>Tenute del Cerro Vino Nobile di Montepulciano Riserva</li>
</ul>
<p><strong>Tuscany</strong></p>
<ul>
<li>Castello di Bossi Berardo Chianti Classico Riserva</li>
<li>Castello di Bossi Corbaia IGT</li>
<li>Renieri Brunello di Montalcino</li>
<li>Castello di Bossi Girolamo Merlot</li>
<li>Castello di Bossi Morso Toscano IGT</li>
<li>Bacci Blue Zone</li>
</ul>
<p> </p>",,1500,validated,2
WEV0066GX,WEV0066,VIK 100 (p) Wine Dinner A Night Of Perfection @One11Club (Louis XIII and VIP Lounge) (30 October 2025),Events,,,,,,,2025,Vik,,,,,,,0.76,"<p><strong>Celebration VIK Winery's 100 Points Masterpiece by James Suckling</strong></p>
<p> </p>
<p><strong>30 October 2025</strong></p>
<p><strong>Reception 18:30-19:00</strong></p>
<p><strong>Fine dining experience 19:00-21:00</strong></p>
<p><strong>Location: One11Club (Louis XIII and VIP Lounge), 1st floor Gaysorn Village</strong></p>
<p><br /><strong>Highlight</strong></p>
<p>ภายในงาน<strong> Chef wine maker</strong> ของ <strong>VIK, Cristian Vallejo</strong> จะมาเมืองไทย ครั้งแรก !!! พร้อม ร่วมงาน <strong>VIK wine dinner</strong> พร้อม บรรยายในงาน เปิดตัว <strong>Campaign</strong> <strong>""Top spender""</strong> เผื่อคัดเลือกลูกค้าไปเยี่ยมไร่ไวน์ที่ชิลี พักโรงแรม 5 ดาว ในหุบเขาภายในไร่ไวน์ ของ <strong>VIK</strong> (คืนละ 45,000฿ ฟรี 2 คืน พร้อมกิจกรรมภายในไร่ไวน์ เช่น ขี่ม้า, etc)</p>
<p>นอกจากนั้น ผู้เข้าร่วมงานยังสามารถ ถ่ายรูปพร้อมลายเซ็นจาก <strong>Cristian Vallejo, Chef wine maker</strong> บนขวดไวน์ เผื่อเป็นที่ระลึกแห่งความทรงจำในค่ำคืนนั้นอีกด้วย !!!</p>
<p><em><strong>Mr. Cristian Vallejo เพิ่งได้รับรางวัล ""Master Winemakers Top 100"" จาก Drink Business</strong></em></p>
<p> </p>
<p><em><strong><img src=""https://th.wine-now.com/media/VIK_100_p_Wine_Dinner_A_Night_Of_Perfection_2.jpg"" alt="""" height=""auto"" /></strong></em></p>
<p> </p>",,7900,validated,2
WEV0067AB,WEV0067,"A Bordeaux Evening with Château La Fleur de Boüard @Bread Street Kitchen & Bar, ICONSIAM (16 October 2025)",Events,,,,Bordeaux,,,2025,,,,high,,"[""fruit"",""spice""]",Poultry|Pork|Dessert|Vegetables|Aperitif,0.76,"<p><strong>Date :16 October 2025</strong></p>
<p><strong>Time : 19:00 Onward</strong></p>
<p><strong>Location: Bread Street Kitchen & Bar, ICONSIAM (3rd Floor) </strong></p>
<p><strong>Limited to 15 seats only</strong></p>
<p> </p>
<p style=""text-align: center;""><strong>GUEST SPEAKER</strong></p>
<p><strong>BENJAMINPOGNANT</strong><br /><strong>Directeur Commercial, Château La Fleur de Boüard</strong></p>
<p> </p>
<p style=""text-align: center;""><span style=""text-decoration: underline;""><strong>WINE LIST</strong></span></p>
<p><em><strong>- Chardonnay de La Fleur de Boiiard 2022 -</strong></em></p>
<p><strong>STARTER: Seared scallop</strong></p>
<p>(Pancetta, carrot puree, apple and ginger dressing)</p>
<p> </p>
<p><em><strong>- Chateau La Fleur de Boliard 2020 -</strong></em></p>
<p><strong> SALAD : Crispy Duck Salad</strong></p>
<p>(Radishes, sesame, watercress)</p>
<p> </p>
<p><em><strong>- Chateau La Fleur de Boliard 2018 -</strong></em></p>
<p><strong>MAINS </strong></p>
<p><strong>CHATEAUBRIAND AND CHIPS </strong></p>
<p>(Watercress salad, salsa verde)</p>
<p><strong>or GRILLED KUROBUTA PORK CHOPS </strong></p>
<p>(Watercress salad, apple sauce)</p>
<p> </p>
<p><em><strong>- Chateau La Fleur de Bouard 2014 -</strong></em></p>
<p><strong> DESSERT : BSK Tiramisu</strong></p>
<p>(Crumbed amaretti)</p>",,2500,validated,2
WRS0005AD,WRS0005,Michel Lynch  Bordeaux Rose,Rose Wine,"Bold Raspberry Pink, Limpid And Bright",,France,Bordeaux,,,,Michel Lynch,,Light,Medium,Low,"[""fruit""]",Chicken|Fish|Vegetables,0.847,"A bold raspberry pink, limpid and bright colour; a delicate nose of red fruit and pomegranate; a hint of menthol when swirled around the glass. It is both soft and fresh in the mouth, offering fruit drop and tangy aromas, with a long fruity finish.",,699,validated,2
WRS0012AA,WRS0012,Baron Philippe de Rothschild  Mouton Cadet Bordeaux Rose,Rose Wine,Brilliantly Clear Light Ruby,,France,Bordeaux,,,Current vintage,Baron Philippe de Rothschild,"Merlot, Cabernet Sauvignon",Light,High,Low,"[""fruit"",""herbal"",""floral""]",Vegetables|Dessert,0.847,"<p>Full and round, dominated by fresh fruit. A pleasant and succulent wine, it has a supple and elegant tannin structure and a fresh, remarkably long finish that lingers on red fruit flavour.</p>",750 ml,785,validated,2
WRS0039AD,WRS0039,Pascal Jolivet  Attitude Rose,Rose Wine,"A brilliant, pure pink in color.","Pinot Noir, 20% Gamay",France,Loire valley,,,Current Vintage,Pascal Jolivet,,Light,High,Low,"[""floral"",""mineral""]",Fish|Seafood,1.0,,750 ml,1059,validated,2
WRS0055AD,WRS0055,Fantini  Gran Cuvee Rose,Rose Wine,Pomegranate pink,,Italy,,,,,Fantini,,Light,High,Low,"[""fruit""]",Seafood|Aperitif,0.778,"Fresh and aromatic wine, good also as aperitif. Pomegranate pink, with intense and persistent aroma, fruity, with hints of ripe cherry, red currant, wild strawberry and raspberry. In the mouth is pleasantly aromatic, well-balanced and fresh. Elegant and persistent perlage. It matches perfectly with all kinds of seafood. Good also served as aperitif. Charm and elegance of authentic SWAROVSKI diamond in a classy bottle of a limited edition.",,899,validated,2
WRS0067AB,WRS0067,Gerard Bertrand  Gris Blanc Rose,Rose Wine,A very pale pink colour plus grey and whitish tints.,Grenache Gris,France,Languedoc,,,Current vintage,Gérard Bertrand,Grenache,Light,High,Low,"[""fruit"",""oak"",""mineral""]",Vegetables|Dessert,0.916,<p>An original rosé with a very pale pink colour plus grey and whitish tints. The bouquet reveals delightful red berry scents. A slight sparkle on the palate gives the wine all its freshness and brings out its fruit to the full. The elegant finish is pleasantly fresh and mineral.</p>,750 ml,800,validated,2
WRS0072AA,WRS0072,Batasiolo  Moscato Rose,Rose Wine,A sweet pink.,Muscat,Italy,,,,,Batasiolo,Muscat,Light,High,Low,"[""fruit"",""spice"",""earth"",""floral""]",Dessert,0.847,"A sweet, sparkling wine treat bringing well-perfumed aromatics and bursting with the fresh flavors of strawberry pie, peach cobbler, nutty desserts, or summer salads that are a little lighter on the acidity. Remember to serve well chilled to keep the bubbles and flavors at their peak.",,895,validated,2
WRS0085AD,WRS0085,Marques de Caceres  Satinela Rosado,Rose Wine,"Bright, coral pink colour of medium intensity.",,Spain,,,,,Bright,,Light,Medium,Low,"[""fruit"",""spice"",""floral""]",Chicken|Fish|Vegetables,0.818,"Bright, coral pink colour of medium intensity. Notes of redcurrants, a touch of aniseed and white flowers come through o the nose. Deliciously full and fleshy in the mouth, luscious, versatile and very fresh. Perfect for spicy food, chicken, pizza, pasta, tomato salads, pork (basically mediterranean food), manchego cheese, cold cuts.",,865,validated,2
WRS0086AE,WRS0086,Conti Zecca  Donna Marzia Rosato - Tentazione Rose,Rose Wine,Bright and luminous cherry pink,,Italy,,,,,Conti Zecca  Donna Marzia Rosato,,Light,Medium,Low,"[""fruit""]",Chicken|Fish|Vegetables,0.778,"Bright and luminous cherry pink in colour. Delicate and pleasantly fruity aroma. Fresh, harmonious and well-structured. Paring with Italian and seafood appetisers, first courses in general, fish soup, baked fish and white meats.",,1060,validated,2
WRS0092BN,WRS0092,Tasca D'Almerita  Regaleali Le Rose,Rose Wine,Pink rose,,Italy,Sicily,,,,Tasca d'Almerita,Nerello Mascalese,Light,High,Low,"[""floral""]",Seafood|Vegetables,0.778,"This is not simply a rosé, but a wine dedicated to roses, the ones at Regaleali that are plentiful and gorgeous. The wine is floral on the nose when drinking; this wine is made with Nerello Mascalese that preserves the integrity of the fruit thanks to the use of only steel. It is a lighthearted glass, like a white wine might be, but with body that reminds us of the red berries.",,789,validated,2
WRS0124AE,WRS0124,Zenato  Bardolino Chiaretto DOC,Rose Wine,Intense coral pink with purplish highlight.,,Italy,Veneto,,,,Zenato,Corvina,Light,Medium,Low,,Chicken|Fish|Vegetables,0.818,"This wine is produced in the zone overlooking the southeast coast of Garda lake, between Bardolino and Peschiera; the pink colour derives from the partial contact with the skins of red Corvina, Rondinella and Molinara grapes.",,930,validated,2
WRS0139AD,WRS0139,Clarendelle  Bordeaux Rose Inspired by Haut-Brion AOC,Rose Wine,A beautiful pale pink colour,,France,Bordeaux,,,,Clarendelle,,Light,High,Low,"[""fruit"",""floral""]",Vegetables|Dessert,0.847,"Thanks to very short maceration in a controlled atmosphere and direct pressing, the wine has a beautiful pale pink colour as well as a rich, smooth flavour. The powerful bouquet features floral aromas such as rose, as well as fruity overtones of blood orange, apricot, and grapefruit. The aromatic complexity on the nose carries over onto the palate, which includes lovely flavours of ripe fruit like redcurrant. The wine is suave and concentrated, while remaining tremendously fresh. A truly elegant vintage for Clarendelle Rosé!",,899,validated,2
WRS0146BU,WRS0146,Jacob's Creek  Le Petit Rose (750 ml),Rose Wine,Pink salmon,,Australia,,,,,Jacob's Creek,"Pinot Noir, Grenache, Mourvèdre",Light,Medium,Low,"[""fruit"",""spice"",""earth"",""floral"",""mineral""]",Seafood|Vegetables,0.778,"<p>Australian Rosé with a little French style. A fresh and delicate Rosé by Jacob's Creek showcasing a modern Australian approach and premium fruit from selected blocks of Pinot Noir, Grenache and Mataro. Taste of vibrant varietal flavours and a lovely textural, chalky acidity lead to a soft, generous yet restrained finish.</p>
<p>Award : TROPHY (Rosé Wine of the Year), China Wine & Spirits Awards 2018</p>",,675,validated,2
WRS0156AB,WRS0156,Famille Perrin  La Vieille Ferme Rose,Rose Wine,Pretty pale pink color with pastel undertones.,"Cinsault, Grenache, Syrah",France,Rhône Valley,,,Current vintage,Famille Perrin,,Light,High,Low,"[""fruit""]",Vegetables|Dessert,1.0,,750 ml,700,validated,2
WRS0174FC,WRS0174,Mirabeau  Pure Provence Rosé,Rose Wine,An ethereal ballet slipper pink with silver nuances,,France,Provence,,,,Mirabeau,"Grenache, Syrah",Light,High,Low,"[""fruit"",""mineral""]",Vegetables|Dessert,0.857,,,1409,validated,2
WRS0186AD,WRS0186,Matua  Rose,Rose Wine,,,New Zealand,,,,,Matua,,Medium,Medium,Low,"[""fruit"",""herbal""]",Chicken|Fish|Vegetables,0.778,"<p>Packed with deliciously ripe summerfruits -we’re talking about wild strawberry, rhubarb and cranberry backed up by a zesty herbal twist, all flowing through to a juicy, refreshing finish.</p>",,745,validated,2
WRS0192AD,WRS0192,Minuty  M Rosé,Rose Wine,Light and bright.,,France,,,,,Minuty,"Grenache, Cinsault",Light,High,Low,"[""fruit""]",Fish|Vegetables,0.778,"<p>A splendid, pleasurable wine : The Grenache and Cinsault blend form an aromatic harmony offering notes of peach and candied orange. The flavor is crisp and round on the palate.</p>",,1319,validated,2
WRS0203AH,WRS0203,San Pedro  Gato Negro Rose,Rose Wine,Bright pink in colour.,Cabernet Sauvignon,Chile,Maipo Valley,,,Current vintage,San Pedro,,Light,Medium,Low,"[""fruit"",""spice""]",Fish|Vegetables,1.0,,750 ml,499,validated,2
WRS0211AB,WRS0211,Gerard Bertrand  Cote des Roses Rose,Rose Wine,"Tender, pale and brilliant rosé with bluish reflections evolving with time to more orange nuances","Grenache, Cinsault, Syrah",France,Languedoc,,,Current vintage,Gérard Bertrand,,Light,Medium,Low,"[""fruit"",""spice"",""earth"",""floral"",""mineral""]",Vegetables|Dessert,1.0,,750 ml,1000,validated,2
WRS0212FJ,WRS0212,Chateau Maris  Rose Syrah Grenache (Organic),Rose Wine,Beautiful Rose.,Syrah,France,,,,,Chateau Maris,"Syrah, Grenache",Medium,High,Low,"[""fruit"",""floral"",""mineral""]",Cured Meat|Barbecue|Vegetables,0.847,"<p>A subtle and balanced wine, elegant and tasty, floral and fruity, fresh and round. A wine to drink chilled with friends. Nice minerality that is in balance with the orange and raspberry notes.</p>",,849,validated,2
WRS0214DD,WRS0214,Notte Rossa  Primitivo Rosato Salento IGP,Rose Wine,"Raspberry pink, very clean and bright.",Zinfandel,Italy,,,,,Notte Rossa,Zinfandel,Medium,High,Low,"[""fruit""]",Soft Cheese|Fish,0.887,"<p>Softly rosé, intense and persistent aroma of Mediterranean maquis, with cherry and raspberry notes. A fresh and elegant wine, balanced in the mouth.</p>",,875,validated,2
WRS0219AA,WRS0219,"Frescobaldi  Alie Rose Ammiraglia Tuscany IGT (Syrah, Vermentino) ",Rose Wine,A beautiful pale pink color.,"Syrah, Vermentino",Italy,Tuscany,,,Current vintage,Frescobaldi,"Syrah, Vermentino",Light,High,Low,"[""fruit"",""herbal"",""floral"",""mineral""]",Fish|Seafood,1.0,,750 ml,1025,validated,2
WRS0220CH,WRS0220,Yellow Tail  Pink Moscato,White Wine,"Strawberry, fairy floss, musk lollies and freshly crushed grapes.",Muscat,Australia,,,,,Yellow Tail,Muscat,Light,Medium,Medium,"[""fruit""]",Dessert,0.857,,,599,validated,2
WRS0233AB,WRS0233,Maison Castel  Côtes de Provence Rosé,Rose Wine,Pale pink robe with blue-ish hints,"Cinsault, Grenache, Syrah",France,Provence,,,Current vintage,Maison Castel,,Medium,Medium,Low,,Chicken|Fish|Barbecue,1.0,,750 ml,900,validated,2
WRS0234AB,WRS0234,Alpaca  Rosé,Rose Wine,,,Chile,Central Valley,,,Current vintage,Alpaca,,Medium,Medium,Low,,Chicken|Fish|Vegetables,0.857,,750 ml,600,validated,2
WRS0236AH,WRS0236,Banrock Station  Rose,Rose Wine,Rose.,Shiraz,Australia,South Australia,,,Current vintage,Banrock Station,Syrah,Light,Medium,Low,"[""fruit"",""spice""]",Beef|Spicy Food|Vegetables,1.0,,750 ml,509,validated,2
WRS0238AH,WRS0238,Belena  Rose,Rose Wine,Rose.,Shiraz,Australia,South Australia,,,Current vintage,Belena,,Light,Medium,Low,"[""fruit""]",Fish|Seafood,1.0,,750 ml,799,validated,2
WRS0243DJ,WRS0243,"Domaine de la Mordorée  Vin de France ""La Reine des Bois Tavel"" - Rosé",Rose Wine,Rosé,,France,Rhône Valley,,,,Domaine de la Mordorée,,Medium,Medium,Low,"[""oak"",""mineral""]",Fish|Seafood,0.714,,,1879,validated,2
WRS0246AD,WRS0246,Fantini Calalenta Merlot Rosato,Rose Wine,Strong ruby red with garnet highlights.,Merlot,Italy,,,,,Fantini Calalenta,Merlot,Medium,Medium,Low,"[""fruit"",""floral"",""mineral""]",Chicken|Fish|Seafood,0.727,"<p>This ""Provence style"" rosé has a very pale pink blush colour. fresh and flinty aromas of strawberry, fresh -cut watermelon and rose petals on the nose with mineral notes on the palate. The wine has a refreshing acidity that’s in harmony with the fruit and well-rounded with good length. Its long and intense finish is the signature of a rosé with incomparable elegance.</p>",,849,validated,2
WRS0249DJ,WRS0249,Le Puy Rose-Marie,Rose Wine,,,France,Bordeaux,,,2023,Chateau Le Puy,,Medium,High,Medium,"[""mineral""]",Chicken|Fish|Seafood|Vegetables,0.727,"The Amoreau family,15 generations of winemakers since 1610. Located at the top of the same clay and fossil-rich limestone plateau as Saint-Emilion, overlooking the districts of Pomerol and Saint-Emilion, le Puy dominates the Dordogne Valley. At an altitude of 107m, it is the second-highest geodesic point of the Gironde department. This position lent its name to the site as of Roman times; le Puy means a high place, a podium, or a mountain peak.",750 ml,3800,validated,2
WRS0283AD,WRS0283,De Bortoli Emeri's Garden Pink Moscato,Rose Wine,Seductive pastel pink in colour,White Frontignac / Muscat Gordo Blanco / Shiraz,Australia,Others region,,,Current vintage,De Bortoli,Muscat,Light,Medium,Low,"[""fruit""]",Dessert,0.916,"Seductive pastel pink in colour. The nose displays freshly crushed grapes, with a hint of strawberries. The palate is lively and fresh as one would expect from a frizzante style wine. The palate tastes of freshly crushed grapes and pink lady apples.",750 ml,499,validated,2
WRS0284AC,WRS0284,Sunnycliff Rose,Rose Wine,Rose,Shiraz Blend,Australia,Victoria,,,Current vintage,Sunnycliff,Syrah,Medium,Medium,Low,"[""spice""]",Chicken|Seafood|Vegetables,0.916,The Sunnycliff Rosé is typically made from Shiraz (Syrah) — a variety known in Australia for its juicy red‑fruit flavors and spiced personality.,750 ml,469,validated,2
WRW0009AA,WRW0009,Palazzo Grimani by Allegrini  Valpolicella Ripasso DOC,Red Wine,Ruby red,,Italy,Veneto,,,,Allegrini,,Full,Medium,Medium,"[""earth""]",Beef|Soft Cheese|Barbecue,0.818,"Full and satisfying. The harmonious balance struck by an excellent structure and vibrant acidity renders this wine both smooth and vivacious. Pairings : Pot roast and braised meats accompanied with polenta (corn meal), grilled filet, quail, sliced beef with mushrooms, lamb spare ribs and mediummatured cheeses.",,1125,validated,2
WRW0012AD,WRW0012,Castello Banfi  Chianti,Red Wine,Ruby red color.,,Scotland,Tuscany,,,,Castello Banfi,,Full,High,High,,Beef|Lamb|Cured Meat|Soft Cheese|Pasta,0.778,"<p>Celebrating the best Tuscan tradition Banfi offers a family of Chianti wines varied and complementary, unique in its style. Banfi Chianti Classico perfectly interprets the unique personality of this historic appellation with its alluring bouquet, rich flavours, supple tannins and good acidity.</p>",,889,validated,2
WRW0025AD,WRW0025,Castello Banfi  Chianti Classico DOCG,Red Wine,Ruby Red,,Scotland,Tuscany,,,,Castello Banfi,Sangiovese,Full,High,High,"[""fruit"",""oak"",""floral""]",Beef|Lamb|Cured Meat|Soft Cheese|Pasta,0.778,"<p>Celebrating the best Tuscan tradition Banfi offers a family of Chianti wines varied and complementary, unique in its style. Ruby red color. Intense bouquet with varietal notes of cherry, plum and violet , rich flavours, supple tannins and good acidity. Fresh, balanced, typical.A wine for every dish, matches meat dishes superbly.</p>",,1199,validated,2
WRW0039AD,WRW0039,Chateau Villa Bel Air  Rouge,Red Wine,Deep ruby with garnet edge,,France,Bordeaux,Graves,,,Chateau Villa Bel Air,"Cabernet Sauvignon, Merlot",Full,Medium,Medium,"[""fruit"",""earth"",""oak"",""mineral""]",Beef|Lamb|Cured Meat,0.847,"<p>Villa Bel-Air Rouge is <strong>refined and harmonious</strong>, with a balance between <strong>ripe fruit, earthy minerality, and integrated oak</strong>. Aromas of blackcurrant, red berries, roasted coffee, and wet stone make this wine both approachable and layered.</p>
<p>Its <strong>silky tannins and moderate acidity</strong> allow for both early enjoyment and <strong>mid-term aging</strong>, making it a versatile red for food pairing and relaxed sipping alike.</p>",,1539,validated,2
WRW0048AB,WRW0048,Seghesio  Sonoma Old Vin Zinfandel,Red Wine,Medium-dark purplish ruby.,Zinfandel,USA,Sonoma,,,2021,Seghesio,Zinfandel,Full,Medium,Medium,"[""oak""]",Beef|Lamb,0.916,"Bold and spicy with rich, briary fruit, our Old Vine Zinfandel showcases the complexity
and intensity that only truly old vines can yield. For us, “Old Vine” means that the vines are at least 50 years
old, and we source grapes for this wine from exceptional vineyards that are closer to 75 years old on
average.",750 ml,2500,validated,2
WRW0064AC,WRW0064,Carta Vieja  Limited Release Syrah,Red Wine,Ruby Red,Syrah,Chile,,,,,Carta Vieja,Syrah,Full,Medium,High,"[""spice"",""earth"",""oak""]",Beef|Lamb|Spicy Food,0.847,"Dark red colour with blue tones. Great aromatic intensity in which cerise, bilberries, chocolate, coffee bean and tobacco are revealed. Generous on the palate, with great balance and solid structure. Abundant mature black fruit is interwoven with notes of vanilla, bitter coffee.",,719,validated,2
WRW0091AD,WRW0091,Castello Banfi  Centine,Red Wine,Bright ruby,,Scotland,,,,,Castello Banfi,"Sangiovese, Cabernet Sauvignon, Merlot",Medium,Medium,Medium,"[""fruit"",""herbal"",""floral""]",Beef|Lamb|Cured Meat|Soft Cheese|Pasta,0.778,"<p>Centine Rosso is <strong>fruity, fresh, and smooth</strong>, designed to be enjoyed on any occasion. With aromas of <strong>ripe cherry, violet, red plum, and soft herbs</strong>, it’s both versatile and refined.</p>
<p>A perfect introduction to Tuscan reds or a <strong>go-to wine for Mediterranean cuisine</strong>, Centine is balanced and welcoming in every sip.</p>",,919,validated,2
WRW0096AD,WRW0096,Chateau du Courlat  Cuvee JB AOC Lussac Saint Emilion,Red Wine,Collecting color data,,France,Bordeaux,,,,Chateau du Courlat,"Cabernet Sauvignon, Merlot",Full,Medium,Medium,"[""earth"",""oak""]",Beef|Lamb|Cured Meat,0.778,"""Clean, intense nose with elegance and complexitty. Full, dense, good ripeness""  This is the wine for one who is seeking for a blended of intense flavour of Cabernet Sauvignon and fruity aroma Made from Merlot makes it ideal for beginner wine drinkers.",,1349,validated,2
WRW0121AC,WRW0121,Sunnycliff  Cabernet Sauvignon,Red Wine,Medium-deep red.,Cabernet Sauvignon,Australia,,,,,Sunnycliff,Cabernet Sauvignon,Full,Medium,Medium,"[""oak""]",Beef|Cured Meat|Barbecue,0.847,This Cabernet from Sunnyclliff is one of those wines that you’ll find hard to resist and the perfect thing to pair with a mid-week barbecue. Expect black currant and dark chocolate aromas with a core of dark fruit flavours and subtle oak. The finish is soft yet persistent and the right foil for a chargrilled lamb steak.,,469,validated,2
WRW0134AD,WRW0134,Villa Girardi  Valpolicella Classico Superiore,Red Wine,Ruby red,,Italy,Veneto,,,,Villa Girardi,Corvina,Full,High,High,"[""fruit"",""mineral""]",Beef|Lamb|Hard Cheese|Barbecue,0.778,"Very fresh and fruity, with lots of cherry notes. Fairly intense, sweet cherry flavours. Well balanced and full of flavours. Recommended with  pasta, pizza, vegetables, white and red meats, fresh cheeses.",,919,validated,2
WRW0135AD,WRW0135,Villa Girardi  Amarone delta Valplicella Classico,Red Wine,Garnet Red,,Italy,Veneto,,,,Villa Girardi,Corvina,Full,High,High,"[""fruit"",""mineral""]",Beef|Lamb|Hard Cheese|Barbecue,0.778,"Warm and refined aromas of ripe fruits on the nose. Complex, smooth, and full-bodied on the palate with cherry and plum notes that continue on to the finish. Pairs well with red meat,game, and aged cheeses. Also an excellent after-dinner wine.",,2799,validated,2
WRW0137AD,WRW0137,"Zonin  ""Ventiterre"" Nero d'Avola / Merlot",Red Wine,Rich and intense ruby-red colour.,Merlot,Italy,Sicily,Nero d'Avola,,,Zonin,"Nero d'Avola, Merlot",Full,Medium,Medium,"[""earth""]",Beef|Soft Cheese|Pasta,0.916,"<p>This encounter between international Merlot and Sicilian Nero D&rsquo;Avola produces a vigorously characterful wine: sanguine ruby-red in colour with a dark core of purple highlights, it reveals a powerful scent of black and red berries, both fresh and preserved, and more nuanced notes of tobacco. The palate is broad and very complex, with a decisive mouthfeel, elegant tannins, robust body and very persistent finish. It is best enjoyed with roasts, braised meats, kebabs and grilled meats.</p>",,599,validated,2
WRW0139AD,WRW0139,Zonin  Ripasso Valpolicella Superiore DOC,Red Wine,Saturated ruby-red with purple hues.,,Italy,Veneto,Amarone,,,Zonin,,Medium,High,High,"[""fruit"",""spice"",""earth"",""oak"",""floral""]",Beef|Lamb|Hard Cheese|Barbecue,0.887,"Elegant and medium bodied revealing stewed mixed berries, smoking tobacco and exotic spice that leads to plush and moderate tannins. The finish is long and reveals the wines complexity.",,849,validated,2
WRW0231AH,WRW0231,Montes  Alpha Merlot,Red Wine,Handsome ruby-red color.,Merlot 90% - Carmenère 10%,Chile,Colchagua Valley,,,Current Vintage,Montes,Merlot,Medium,Medium,Medium,"[""fruit"",""spice"",""earth"",""oak""]",Beef|Lamb|Pork|Duck|Cured Meat|Pasta,0.892,"Montes Alpha Merlot from Chile's Colchagua Valley delivers a lush, ruby-hued wine brimming with black cherry, red berries, and black pepper, rounded out by a velvety mid-palate with vanilla, toast, and a long, elegant finish.",750 ml,1199,validated,2
