sku,sku_base,name,classification,wine_color,style,country,region,subregion,appellation,vintage,brand,grape_variety,wine_body,wine_acidity,wine_tannin,flavor_tags,food_matching,overall_confidence,desc_en_short,bottle_size,price,validation_status,enrichment_priority
WRW6362FC,WRW6362,Two Hands  Angels' Share Shiraz McLaren,Red Wine,,Syrah,Australia,Clare,,,,Two Hands,Syrah,Full,Medium,Medium,"[""oak""]",Beef|Lamb|Spicy Food|Barbecue,1.0,,,1779,validated,2
WRW6364FC,WRW6364,Two Hands  Sexy Beast Cabernet Sauvignon McLaren,Red Wine,,Cabernet Sauvignon,Australia,Clare,,,,Two Hands,Cabernet Sauvignon,Full,Medium,Medium,,Beef|Lamb,1.0,,,1779,validated,2
WRW6368FC,WRW6368,Two Hands  Yacca Block Shiraz Eden Valley,Red Wine,Deep concentrated black.,Syrah,Australia,Eden Valley,,,,Two Hands,Syrah,Full,Medium,Medium,"[""earth"",""mineral""]",Beef|Lamb,0.857,,,4229,validated,2
WRW6369FC,WRW6369,Two Hands  Holy Grail Shiraz Barossa,Red Wine,Deep black in colour.,Syrah,Australia,Barossa,Seppeltsfield,Barossa Valley,2015,Two Hands,Syrah,Full,Medium,Medium,"[""fruit"",""spice"",""oak"",""earth"",""floral""]",Beef|Lamb,0.832,"Two Hands Holy Grail Shiraz is an estate single-vineyard wine from the prized Seppeltsfield sub-region of the Barossa Valley — a meticulously planted site delivering concentrated, terroir-driven Shiraz that stands among Two Hands' most coveted single-vineyard expressions.",,4229,validated,2
WRW6370FC,WRW6370,Two Hands  Waterfall Block Shiraz Adelaide,Red Wine,Impenetrable black.,Syrah,Australia,,,,,Two Hands,Syrah,Full,Medium,Medium,,Beef|Lamb,0.857,,,4229,validated,2
WRW6371FC,WRW6371,Two Hands  Coach House Block Shiraz Barossa,Red Wine,Thick and dense black.,Syrah,Australia,Barossa,,,,Two Hands,Syrah,Full,Medium,Medium,"[""herbal""]",Beef|Lamb,1.0,,,4229,validated,2
WRW6372FC,WRW6372,Two Hands  Secret Block Shiraz Barossa,Red Wine,Deep layered purple to black,Syrah,Australia,Barossa,,,,Two Hands,Syrah,Full,Medium,Medium,,Beef|Lamb,1.0,,,4229,validated,2
WRW6373FC,WRW6373,Two Hands  Ares Shiraz Barossa Valley,Red Wine,,Syrah,Australia,Barossa,,,,Two Hands,Syrah,Full,Medium,Medium,"[""herbal"",""earth""]",Beef|Lamb,1.0,,,6449,validated,2
WRW6376AE,WRW6376,Poggio Al Lupo  Morellino Di Scansano,Red Wine,Ruby red.,Sangiovese,Italy,Tuscany,,,,Poggio Al Lupo,Sangiovese,Medium,Medium,Medium,,Beef|Cured Meat|Hard Cheese|Pasta,0.727,"Morellino di Scansano is a DOCG wine whose production is
permitted in the territory of Scansano and part of the province of
Grosseto. A fresh, fruity and immediate Sangiovese; it identies a
type and a territory in a juicy, owing and satisfying sip, with soft and
delicate tannins that caress the palate accompanied by a trail of
savoriness. A sangiovese that tells of the identity bond between the
Moretti Cuseri family and the Maremma.",,1220,validated,2
WRW6378AE,WRW6378,Pietradolce  Etna Rosso,Red Wine,Bright red in color.,,Italy,Sicily,,,,Pietradolce Etna Rosso,Nerello Mascalese,Medium,Medium,Medium,"[""earth"",""oak"",""floral""]",Beef|Cured Meat|Hard Cheese|Pasta,0.658,"Pietradolce Etna Rosso is a wine obtained only from Nerello Mascalese grapes, grown between 700 and 800 meters above sea level on the northern slopes of Mount Etna, in Solicchiata. The soils are sandy-loam, with abundant volcanic rock. The manual harvest takes place during the first half of October. The vinification involves, after crushing and destemming, a maceration of approximately 18 days, followed by three months in oak barrels. Fragrant fruity and floral notes anticipate a full and elegant mouth.",,1590,validated,2
WRW6381FS,WRW6381,Chateau Clerc Milon  2020,Red Wine,The wine is a deep cherry red with garnet highlights.,,France,,,,2020,Chateau Clerc Milon,,Full,High,High,"[""fruit"",""oak""]",Beef|Lamb|Hard Cheese,0.714,,,5475,validated,2
WRW6382AA,WRW6382,Lacroix Martillac  Pessac Leognan AOC,Red Wine,A rich garnet red with purple reflections.,Merlot – 40% Cabernet Sauvignon,France,Bordeaux,Pessac-Léognan,,2016,Chateau Latour Martillac,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,"[""oak""]",Beef|Lamb,1.0,,750 ml,1940,validated,2
WRW6385CB,WRW6385,La Valentina  D'Abruzzo Spelt,Red Wine,Bright ruby colour.,Montepulciano,Italy,Abruzzo,Montepulciano d’Abruzzo,,Current vintage,La Valentina,Montepulciano,Full,Medium,Medium,"[""oak""]",Beef|Lamb,1.0,,750 ml,1400,validated,2
WRW6386DD,WRW6386,Grand Napa Vineyards  Los Carneros Pinot Noir,Red Wine,An intense and bright garnet red color.,Pinot Noir,USA,Napa,,,,Pinot Noir,Pinot Noir,Medium,Medium,Low,"[""fruit"",""spice"",""oak""]",Beef|Pork,0.796,"<p>Los Carneros Pinot Noir offers an intense and bright garnet red color. The nose is welcoming and intense with black cherry and vanilla aromas. On the palate, the texture is soft and dense with black cherry and red plum in the forefront while the return of vanilla and toasted cardamon bring depth and intensity to a long finish.</p>",,1955,validated,2
WRW6392DD,WRW6392,Intipalka  Syrah,Red Wine,Deep purple color with hints of ruby.,Syrah,Peru,,,,,Intipalka,Syrah,Full,Medium,Medium,"[""herbal"",""oak"",""floral""]",Beef|Lamb|Duck,0.727,"Deep purple color with hints of ruby. Violets, and blueberries with some herbal and woody notes on the nose and palate backed by great acidity, tannins, and structure that show the characteristics of a well-made wine.",,735,validated,2
WRW6393DD,WRW6393,Intipalka  Tannat,Red Wine,Intense red granate.,,Peru,,,,,Intipalka,Tannat,Medium,Medium,Medium,"Oregano, Cream",Beef|Lamb|Barbecue,0.658,"<p>Wild blueberries, shortcake with clotted cream and oregano. A beautifully balanced wine with diverse flavors, supple tannins, and a long, satisfying finish.</p>",,735,validated,2
WRW6399DD,WRW6399,Los Cerros De San Juan  Cuna De Piedra Estate Cabernet Sauvignon,Red Wine,An intense ruby ​​red colour.,Cabernet Sauvignon,Uruguay,,,,,Los Cerros De San Juan,Cabernet Sauvignon,Full,Medium,Medium,"[""spice""]",Beef|Pork|Barbecue|Pasta,0.727,"<p>An intense ruby ​​red colour. Spicy aromas that taste of pepper, red fruits such as strawberries, blueberries and a touch of liquorice. What is perceived in the mouth is the same, with powerful but ripe tannins, complex and naturally fresh.</p>",,945,validated,2
WRW6413DD,WRW6413,La Chasse Des Princes  Chateauneuf du pape,Red Wine,This ruby red wine,,France,,,,,La Chasse Des Princes,"Grenache, Syrah, Mourvèdre",Full,Medium,Medium,"[""herbal"",""floral""]",Beef|Lamb|Mushroom|Soft Cheese|Hard Cheese,0.658,"This ruby red wine is very complex and elegant with aromas of red currant, red cherries, black berries with spicy overtones such as lavender, thyme and rosemary. Excellent balance in the mouth, tannins are elegant and silky. Rather than showing just concentration, the wine is showing finesse and elegance.",,2655,validated,2
WRW6415DD,WRW6415,La Chasse Des Princes  Vacqueyras,Red Wine,uby red color and limpid with purple reflections.,"65 % Grenache, 25 % Syrah, 10 % Mourvèdre",France,Rhône Valley,,,Current Vintage,Cellier Des Princes,"Grenache, Syrah, Mourvèdre",Medium,Medium,Medium,"[""fruit"",""spice"",""floral""]",Beef|Lamb,1.0,,750 ml,1400,validated,2
WRW6416AC,WRW6416,Francis Coppola  'Diamond Collection' Cabernet Sauvignon,Red Wine,Ruby red.,Cabernet Sauvignon,USA,Sonoma,,Multi-Appellation California,Current vintage,Francis Coppola,Cabernet Sauvignon,Medium,Medium,Medium,"[""fruit"",""spice"",""earth"",""oak"",""mineral""]",Beef|Lamb|Soft Cheese|Hard Cheese,0.868,"Francis Coppola's Diamond Collection Cabernet Sauvignon blends fruit from multiple California appellations — including Sonoma, Paso Robles, and Monterey County — to deliver a fruit-forward, multi-dimensional red with supple tannins, dark berry richness, and a touch of spice that's ready to enjoy the moment it's opened.",750 ml,1200,validated,2
WRW6429AB,WRW6429,Shumi  Saperavi Dry,Red Wine,A rich deep pomegranate colour.,Saperavi,Georgia,Others region,,,Current vintage,Shumi,Saperavi,Medium,Medium,Medium,"[""fruit"",""earth"",""oak""]",Beef|Lamb|Mushroom|Hard Cheese,0.916,"The wine has a rich deep pomegranate colour, with a ripe cherry, blackberry, cedar and tobacco aroma. It has a strongly developed, complex bouquet and a balanced, harmonious taste.",750 ml,800,validated,2
WRW6436GS,WRW6436,Monemvasia	 Laloudi,Red Wine,,,Greece,,,,,Monemvasia Laloudi,,Medium,Medium,Medium,"[""spice""]",Beef|Lamb|Hard Cheese|Pasta,0.714,,,850,validated,2
WRW6438GS,WRW6438,Monemvasia	 300 Red,Red Wine,Deep red color.,,Greece,,,,,Monemvasia,Agiorgitiko,Full,Medium,Medium,,Beef|Lamb|Cured Meat|Hard Cheese|Pasta,0.714,,,960,validated,2
WRW6448AA,WRW6448,Casarena Reservado Malbec,Red Wine,Intense deep red color with purplish hues.,Malbec,Argentina,,,,,Casarena Reservado,Malbec,Full,Medium,Medium,"[""fruit"",""oak""]",Beef|Lamb,0.727,"Grapes go through a double manual cluster and berry selection. After a careful destemming, the berries go through a cold whole-berry fermentation. To assure its maximum aromatic expression, a natural alcoholic fermentation is triggered first, at low temperatures. In oak barrels, the wine experiments a spontaneous malolactic fermentation and then it is naturally clarified.",,995,validated,2
WRW6451AA,WRW6451,Casarena DNA Malbec,Red Wine,Deep red color with purplish hues.,Malbec,Argentina,,,,,Casarena,Malbec,Full,Medium,Medium,"[""fruit"",""oak""]",Beef|Lamb,0.727,"Once the grapes were harvested, a thorough double grape and berry selection process was carried out. After a careful destemming, the pre fermentation cold maceration was done during 7 to 10 days (-5 °C/23 °F) and a complete maceration between 45 and 80 days. The fermentation is done with indigenous yeasts and the malolactic fermentation is spontaneous once the wine is in oak barrels.",,2275,validated,2
WRW6452AA,WRW6452,Casarena Icono Blend,Red Wine,Deep red in color with violet hues.,"Cabernet Sauvignon, Malbec",Argentina,Mendoza,,,2020,Casa Casarena,Malbec,Full,Medium,Medium,"[""fruit"",""spice"",""oak"",""floral""]",Beef|Lamb,0.796,"Deep red in color with violet hues. On the nose, Malbec offers notes of red and black fruit. Likewise, notes of peppers and spices provided by the Cabernet Sauvignon and Cabernet Franc stand out, combined with subtle touches of coffee provided by the aging in oak barrels and a lively profile by the Syrah. On the palate it appears as a complex wine, with great structure and freshness. Its elegance and liveliness stand out. It is an extremely captivating wine.",750 ml,2610,validated,2
WRW6459AA,WRW6459,Di Majo Norante Contado Aglianico Riserva DOC,Red Wine,A ruby red color with garnet reflections.,Aglianico,Italy,,,,,Contado,Aglianico,Medium,Medium,Medium,,Beef|Lamb,0.767,"Contado is obtained from pure Aglianico grapes that are grown on the hills of Molise in the Camarda vineyard. The vinification is then carried out through slow fermentation with maceration in small steel fermenters. The wine is then aged for about three years, one of which in barriques and tonneaux.",,1305,validated,2
WRW6462AA,WRW6462,Idi Di Marzo  Vulgaris Montepulciano D'Abruzzo DOC,Red Wine,"Ruby ​​red color, enriched by purple hues.",Montepulciano,Italy,Abruzzo,Montepulciano d’Abruzzo,,Current vintage,Idi di Marzo,Montepulciano,Full,Medium,Medium,"[""fruit"",""earth""]",Beef|Lamb|Hard Cheese,0.868,"Idi di Marzo's Vulgaris Montepulciano d'Abruzzo is a characterful, full-bodied red from Italy's sun-drenched Abruzzo hills, delivering deep ruby colour, generous berry and currant aromas, and a well-structured palate with balanced tannins and a satisfying, lingering finish.",750 ml,700,validated,2
WRW6463AA,WRW6463,Idi Di Marzo Amarne Montepulciano D'Abruzzo DOC - Organic,Red Wine,Deep red with purple reflections.,"Montepulciano, Primitivo, Negroamaro",Italy,Abruzzo,Montepulciano d’Abruzzo,,Current vintage,Idi di Marzo,Montepulciano,Full,Medium,Medium,"[""fruit"",""spice"",""earth"",""oak""]",Beef|Lamb|Hard Cheese,0.796,"Amarne di Idi di Marzo, a wine born from the De Cerchio family's passion for viticulture, dating back to 1910, is a product of a rigorous selection of the best Montepulciano grapes from the Idi Di Marzo estate. This wine stands out for its intense ruby ​​red color, enriched by garnet reflections. Its aroma is rich, evoking berries and blackberry jam, with hints of tobacco, coffee and cocoa powder that emerge on the finish. On the palate, Amarne reveals itself as a complex, soft and round wine, well balanced and pleasantly persistent. The finish is characterized by notes of chocolate and black pepper. Amarne di Idi di Marzo pairs beautifully with structured first courses and meat-based second courses. It is particularly recommended with pork tenderloin. A real pleasure for the palate!",750 ml,1010,validated,2
WRW6465AA,WRW6465,Pajaru Primitivo Solu IGT - Organic,Red Wine,Bright ruby red.,Zinfandel,Italy,,,,,Pajaru Primitivo Solu IGT,Zinfandel,Full,Medium,Medium,"[""fruit"",""oak""]",Beef|Cured Meat|Hard Cheese,0.767,"The color is bright ruby red. The aromas present notes of red fruit jam, especially plum with hints of cocoa that we then find in the mouth along with pleasant spicy notes Ideal with cured meats, cheeses, meat dishes.",,855,validated,2
WRW6466AA,WRW6466,Pajaru Nero Di Troia Auru IGT - Organic,Red Wine,Intense ruby red color.,Nero Di Troia,Italy,Puglia,,,Current vintage,Pajaru,Pecorino,Full,Medium,Medium,"[""fruit"",""oak""]",Beef|Cured Meat|Hard Cheese,0.832,"From the sun-scorched heel of Italy's boot, Pajaru's Nero di Troia Auru is a compelling organic expression of Puglia's most characterful indigenous red grape — rich with ripe plum, dark chocolate, and cocoa in a full-bodied, organically farmed package built for the table.",750 ml,1125,validated,2
WRW6467AA,WRW6467,Pajaru Negroamaro Paritaru IGT - Organic,Red Wine,An intense red wine with violet reflections.,Negroamaro,Italy,Puglia,,,Current vintage,Pajaru,Negroamaro,Full,Medium,Medium,"[""fruit"",""spice"",""oak""]",Beef|Cured Meat|Hard Cheese,0.796,"It has a powerful and persistent nose, revealing notes of blackcurrant, blackberry, and cloves, which are also present on the palate along with hints of dark chocolate and a spicy finish. It is full bodied, intense and with soft and pleasant tannins.",750 ml,1125,validated,2
WRW6468AA,WRW6468,Pajaru Primitivo Picuraru IGT - Organic,Red Wine,A deep ruby red color.,Zinfandel,Italy,,,,,Pajaru Primitivo Picuraru IGT,Zinfandel,Full,Medium,Medium,"[""spice"",""earth"",""oak""]",Beef|Cured Meat|Hard Cheese,0.767,"<p>A deep ruby red color, exuding intensity. Its captivating aromas of ripe red fruits transform into flavors of dark chocolate, leather, and pepper on the palate. It is a warm, persistent, and moderately tannic wine that gains even greater expression when aged for a couple of years.</p>",,1205,validated,2
WRW6487FT,WRW6487,Ballade De La Pointe Pomerol Second wine of Chateau La Pointe,Red Wine,Deep red in colour.,,France,Bordeaux,,Pomerol,,Wine,"Merlot, Cabernet Franc",Full,Medium,Medium,"Black Cherry, Dried Herbs, Dark Fruit, Mushroom, Mineral, Cherry, Earthy, Gravel, Plum, Oak",Beef|Lamb,0.806,"Ballade de La Pointe is the second wine of Château La Pointe, one of Pomerol's largest estates — an elegant, approachable Right Bank Bordeaux showing the appellation's trademark Merlot richness with dark fruit, subtle earthiness, and silky tannins.",,2159,validated,2
WRW6488FT,WRW6488,Pomerol By Clinet,Red Wine,A deep garnet in colou,,France,Bordeaux,,Pomerol,,Pomerol By,"Merlot, Cabernet Franc",Full,Medium,Medium,"Blackberry, Truffle, Earthy, Cocoa, Plum, Oak",Beef|Lamb,0.83,"Pomerol by Clinet is the second wine of the prestigious Château Clinet estate — a plush, approachable Right Bank Bordeaux with concentrated dark plum, blackberry, truffle, and velvety Merlot richness that showcases Pomerol at its most accessible.",,2179,validated,2
WRW6494FT,WRW6494,Chateau Cos Labory  Saint Estephe 5Ème Cru Classé,Red Wine,Medium to deep garnet-purple colored.,,France,,,,,Chateau Cos Labory,,Full,Medium,Medium,"[""oak""]",Beef|Lamb,0.658,"Black fruit and dark-chocolate aromas are followed by fragrant black-currant flavors with a balanced core of tannins. Now owned by neighboring Cos d'Estournel, this estate is beginning to show signs of a new life. Drink from 2027. — Roger Voss",,2819,validated,2
WRW6500AU,WRW6500,Chateau Talbot  Saint Julien 4Ème Cru Classé,Red Wine,Intense red.,"Cabernet Sauvignon, 26% Merlot, 5% Petit Verdot",France,Bordeaux,Saint-Julien,,2021,Chateau Talbot,"Cabernet Sauvignon, Merlot",Full,Medium,Medium,"[""fruit"",""earth""]",Beef|Lamb|Cured Meat|Hard Cheese,0.796,"Offers a solid core of crushed plum and black currant fruit, underscored by savory and tobacco accents and a light sanguine edge. Possesses just enough flesh to stave off the vintage's grainy side as a late iron note echoes. Cabernet Sauvignon, Merlot and Petit Verdot. Best from 2025 through 2035.",750 ml,3700,validated,2
WRW6504AD,WRW6504,Fantini Montepulciano D'Abruzzo,Red Wine,Ruby red color with garnet highlights.,Montepulciano,Italy,Abruzzo,,,,Fantini Montepulciano,Montepulciano,Full,Medium,Medium,,Beef|Lamb|Hard Cheese|Pasta,0.727,"<p>Ruby red color with garnet highlights. Intense, persistent and fruity, with a strong aroma of wild berries. A full-bodied wine, well balanced, slightly tannic with a clean aftertaste.</p>",,699,validated,2
WRW6506AD,WRW6506,Fantini Don Camillo Sangiovese & Cabernet Sauvignon (Gold Collection),Red Wine,Intense ruby red color.,Cabernet Sauvignon,Italy,,,,,Fantini Don,"Sangiovese, Cabernet Sauvignon",Full,Medium,Medium,"[""fruit"",""spice"",""floral""]",Beef|Lamb|Cured Meat|Hard Cheese,0.727,"<p>Intense ruby red color ; fruity, with notes of jam and cherry preserved in alcohol ; spicy notes of licorice, aromas of vanilla and faded flowers. A full-bodied wine, good tannins, with a pleasant sour aftertaste ; ready to drink.</p>",,1099,validated,2
WRW6508AD,WRW6508,Fantini Three Dreamers Rosso Vino Ottenuto Da Uve Appassite,Red Wine,Deep ruby red with shades of black plum.,,Italy,,,,,Fantini Three,,Full,Medium,Medium,"[""fruit"",""spice"",""oak""]",Beef|Lamb|Cured Meat|Hard Cheese,0.658,"Deep ruby
red with shades of black plum. The
aromas are deep and complex: ripe
fruit, raisins, blackberries, sour
cherries, cinnamon with touches
of vanilla and dark chocolate. The
palate has a powerful rush of cocoa
powder, with notes of jammy
blackcurrant and hints of mocha
espresso and caramel toffee. The
seamlessly integrated palate of
powdery tannins frame the perfect
acidity, giving a long texture on the
finish.",,2549,validated,2
WRW6513GT,WRW6513,Maison Jaffelin  Morgon Rouge,Red Wine,Ruby red.,,France,,,,,Maison Jaffelin,,Light,High,Low,"[""fruit"",""spice"",""floral""]",Beef|Hard Cheese|Barbecue,0.714,,,1179,validated,2
WRW6517GT,WRW6517,Chateau La Renaissance Pomerol,Red Wine,Garnet red robe,,France,Bordeaux,,Pomerol,,Chateau La Renaissance,"Merlot, Cabernet Franc",Full,Medium,Medium,"[""fruit"",""spice""]",Beef|Lamb|Soft Cheese|Hard Cheese,0.814,,,2299,validated,2
WRW6518GT,WRW6518,Chateau Bellevue St.Emillion Grand Cru Classe 2017,Red Wine,Deep ruby with garnet reflections,,France,Bordeaux,,,2017,Chateau Bellevue St.Emillion Grand Cru Classe,,Full,Medium,Medium,"[""earth"",""oak"",""floral"",""mineral""]",Beef|Lamb|Soft Cheese|Hard Cheese,0.714,,,3749,validated,2
WRW6519GT,WRW6519,Chateau Lafleur Du Roy Pomerol,Red Wine,Dark color with black reflections.,,France,Bordeaux,,Pomerol,,Chateau Lafleur,"Merlot, Cabernet Franc",Medium,Medium,Medium,"[""earth""]",Beef|Lamb,0.814,,,1979,validated,2
WRW6520GT,WRW6520,Chateau Laujac  Cru Bourgeois (Médoc),Red Wine,,,France,Bordeaux,,Pauillac,,Chateau Laujac,"Cabernet Sauvignon, Merlot",Full,Medium,Medium,"[""earth"",""oak"",""mineral""]",Beef|Lamb|Cured Meat|Soft Cheese|Hard Cheese,0.814,,,1589,validated,2
WRW6521GT,WRW6521,Duchesse De Pauillac,Red Wine,,,France,Bordeaux,,Pauillac,,Duchesse De,"Cabernet Sauvignon, Merlot",Full,Medium,Medium,"[""fruit"",""earth"",""oak"",""mineral""]",Beef|Lamb,0.814,,,1929,validated,2
WRW6524BN,WRW6524,Chateau Mouton Rothschild  2019 (Premiers Crus),Red Wine,,,France,Bordeaux,,Pauillac,2019,Chateau Mouton Rothschild,"Cabernet Sauvignon, Merlot, Cabernet Franc",,,,"Dark Chocolate, Blackcurrant, Dark Fruit, Chocolate, Cigar Box, Graphite, Mineral, Cassis, Oak","Red Meat, Grilled Steak, Lamb, Hard Cheese, BBQ",0.666,"Château Mouton Rothschild 2019 is a landmark vintage from Pauillac's most celebrated First Growth — an opulent, majestic Cabernet Sauvignon-dominated blend with extraordinary concentration, precision, and the architectural grandeur that defines great Bordeaux.",,34869,validated,2
WRW6525GU,WRW6525,Cantine Petrosino Petros Syrah,Red Wine,This Syrah shines a deep ruby with violet glimmers.,Syrah (ซิราห์),Italy,Sicily,,,Current vintage,Cantine Petrosino,Syrah,Full,Medium,Medium,"[""fruit"",""spice"",""earth"",""floral""]",Beef|Lamb|Pasta,0.916,"<p data-start=""511"" data-end=""655"">Vibrant Sicilian Syrah with bold cherry and raspberry notes, silky tannins, and elegant spice. Perfect with rich Italian dishes and red meats.</p>",750 ml,1000,validated,2
WRW6528GU,WRW6528,Chateau La Croix Meunier Saint -Emilion Grand Cru,Red Wine,Deep garnet red with violet reflections.,,France,Bordeaux,Saint-Émilion,Saint-Émilion Grand Cru,,Elegant Saint,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,"[""fruit"",""spice"",""earth"",""oak"",""floral"",""mineral""]",Beef|Lamb,0.899,"Elegant Saint-Émilion Grand Cru blending Merlot and Cabernet Franc, with deep dark fruits, soft spices, and silky tannins — perfect for red meats and fine dining.",,2409,validated,2
WRW6529GU,WRW6529,Chateau Cazauviel Margaux,Red Wine,Deep ruby red with glimmers of garnet.,,France,Bordeaux,Margaux,Margaux,,Cazauviel Margaux,"Cabernet Sauvignon, Merlot",Medium,Medium,Medium,"[""fruit"",""spice"",""earth"",""oak"",""floral"",""mineral""]",Beef|Lamb,0.899,"Classic Margaux elegance, blending Cabernet Sauvignon and Merlot — rich dark fruits, soft tannins, and hints of oak and spice, perfect for fine dining.",,2939,validated,2
WRW6530GU,WRW6530,Domaine Boyer de Bar Pinot Noir - Les Rives de l'Estang,Red Wine,Showing a deep ruby red hue,Pinot Noir (พิโนต์ นัวร์),France,Languedoc,,,Current vintage,Domaine Boyer de Bar,Pinot Noir,Medium,High,Low,"[""spice"",""earth"",""oak"",""floral""]",Chicken|Duck|Cured Meat|Soft Cheese,0.916,"<p>Elegant Pinot Noir from Languedoc with delicate red fruits, silky tannins, and a refreshing finish — perfect for light meats and cheeses.</p>",750 ml,1500,validated,2
WRW6531GU,WRW6531,Domaine Boyer de Bar Cabernet Sauvignon - Combe Croze,Red Wine,Deep ruby red in color,Cabernet Sauvignon,France,Languedoc,,,Current vintage,Domaine Boyer de Bar,Cabernet Sauvignon,Full,Medium,Medium,"[""fruit"",""spice"",""earth"",""oak""]",Beef|Lamb|Duck|Hard Cheese,0.916,"<p>Elegant Cabernet Sauvignon with rich dark berries, silky tannins, and spice notes — perfect for grilled meats and game dishes.</p>",750 ml,1200,validated,2
WRW6533GU,WRW6533,Chateau de la Graveirette Bon ju Red,Red Wine,Deep ruby in color,,France,Rhône,,,,,,Medium,Medium,Low,"[""fruit"",""spice"",""herbal"",""earth"",""mineral""]",Beef|Lamb|Soft Cheese|Hard Cheese,0.847,"Lively French red blend with juicy red and black fruits, soft spices, and gentle tannins — a perfect everyday wine for meats, stews, and cheeses.",,1059,validated,2
WRW6543FS,WRW6543,Chateau Haut-Brion  1er Grand Cru Classe 2019,Red Wine,The color is a beautiful purplish red.,,France,Bordeaux,Graves,,2019,Chateau Haut-Brion  1er Grand Cru Classe,"Cabernet Sauvignon, Merlot",Full,High,High,"[""earth"",""floral"",""mineral""]",Beef|Lamb|Hard Cheese,0.857,,,30115,validated,2
WRW6545FS,WRW6545,Chateau Haut-Brion  Le Clarence de Haut-Brion 2015,Red Wine,medium-deep garnet-purple colour,,France,,,,2015,Chateau Haut-Brion  Le Clarence de Haut-Brion,,Full,High,High,"[""fruit""]",Beef|Lamb|Hard Cheese,0.714,,,8825,validated,2
WRW6550FS,WRW6550,Echo de Lynch Bages AOC Pauillac 2018,Red Wine,Dark ruby in color,,France,Bordeaux,,Pauillac,2018,Echo de Lynch Bages AOC Pauillac,"Cabernet Sauvignon, Merlot",Full,Medium,Medium,,Beef|Lamb|Cured Meat|Soft Cheese,0.814,,,3005,validated,2
WRW6562BN,WRW6562,Chateau Faugeres  Saint Emilion Grand Cru 2020,Red Wine,"Deep garnet-purple with dense, youthful concentration",,France,Bordeaux,,,2020,Chateau Faugeres  Saint Emilion Grand Cru,,Full,Medium,Medium,"[""mineral""]",Beef|Lamb|Duck|Mushroom,0.658,"<p>Château Faugères is located on the prized limestone-rich slopes of the Saint-Émilion appellation. The estate spans over 37 hectares and is owned by Silvio Denz, a renowned entrepreneur and wine lover, with consulting by the legendary Michel Rolland.</p>
<p>The 2020 vintage benefited from an ideal growing season, yielding a wine of remarkable ripeness, balance, and depth. Modern winemaking facilities and gravity-fed systems allow for delicate handling and precise vinification—resulting in a structured yet expressive Grand Cru.</p>",,2799,validated,2
WRW6567GX,WRW6567,Riporta  Nero D'Avola Sicilia,Red Wine,A deep and brilliant red wine with purple highlights.,Nero D'avola,Italy,Sicily,Nero d'Avola,,,Riporta,Nero d'Avola,Full,Medium,Medium,"[""fruit"",""spice"",""oak""]",Beef|Lamb,0.916,"<p>A deep and brilliant red wine with purple highlights. Aromas of spices, licorice and cloves and prune, cherry, blackberry and blackcurrant. It is rich, full of black cherries, plums and redcurrants, all accompanied by elegant spice and some delicate oak flavours.</p>",,699,validated,2
WRW6568GX,WRW6568,Riporta  Primitivo Di Manduria,Red Wine,Ruby red,Zinfandel,Italy,Puglia,,,,Riporta,Zinfandel,Full,Low,High,"[""floral""]",Beef|Lamb,0.847,"<p>Ruby red colour with violet dark hints. Intense, complex, fruity aroma, with notes of small red fruits, cherries and blackberries. Velvety and soft texture, warm and quite tannic. with long persistence. Excellent with savory pasta dishes, lamb, game with rich sauces, seasoned cheeses.</p>",,899,validated,2
WRW6573GX,WRW6573,Cueva del Viento  Misma Luna,Red Wine,Deep garnet red.,,Spain,,,,,Cueva del Viento,,Full,Medium,Medium,"[""fruit"",""spice"",""herbal"",""oak"",""mineral""]",Beef|Lamb,0.778,"<p>Deep garnet red. Intense and persistent, with notes of cherry and blackcurrant, herbs, cinnamon, cloves, cocoa, licorice and hints of mineral. Great structure, velvety tannins, very persistent with a long finish; ready to drink or well suitable for ageing.</p>",,1349,validated,2
WRW6574GX,WRW6574,Cueva del Viento  Monastrell,Red Wine,intensely bright red,Mourvèdre,Spain,,,,,Cueva del Viento,Mourvèdre,Full,High,High,"[""oak""]",Beef|Lamb,0.847,"<p>An intensely bright red wine, with aromas of red fruits characteristic of the grape, with smoked notes and slightly toasted and balanced tons, in the mouth it presents body, acidity and tannins balanced with freshness and a persistent finish.</p>",,799,validated,2
WRW6575GX,WRW6575,Borga  Cabernet Sauvignon,Red Wine,ruby red transparent colour with deep purple reflections.,Cabernet Sauvignon,USA,California,,,,Borga,Cabernet Sauvignon,Full,Medium,Medium,"[""fruit"",""spice"",""herbal""]",Beef|Lamb,0.916,"<p>This excellent full-bodied wine is a ruby red transparent colour with deep purple reflections. On the nose there are notes of dark red fruits, blackcurrants and plums, along with light herbaceous and peppery notes. On the palate, this wine is fresh with some tannings.</p>",,599,validated,2
WRW6576GX,WRW6576,Tornatore  Etna Rosso,Red Wine,Light ruby red with faint purplish,,Italy,Sicily,,,,Tornatore,,Full,Medium,Medium,"[""fruit""]",Beef|Lamb,0.778,"<p>Light ruby red with faint purplish reflections they, typical of the variety that is not very rich in color. Hints of small red fruits, morello cherry, black cherry are evident on the nose. The palate is distinguished by its typical balanced tannicity and surprising fullness, savoriness and length.</p>",,949,validated,2
