ID,WEB,PRICE GROUP,Type,sku,is_in_stock,custom_stock_status,manufacturer,supplier_code,brand,name,bottle_size,vintage,cost,price,special_price,Margin THB,Margin %,SP discount %,B2B,B2B Margin THB,B2B Margin %,B2B Discount %,Content,WN Stock,Consign,Sold order Mar,Sold Qty Mar,promotion_price,promotion_tier_price,wine_type,country,region_wine,grape_class,grape_variety,wine_body,wine_acidity,wine_tanin,food_matching,liquor_main_type,other_type
1985,W,A 0-1000,WRW,WRW2076AC,0,CATALOG,California,N/A,Bay Bridge,Bay Bridge  Cabernet Sauvignon,750 ml,N/V,440,630,,148.79,25%,,,,,,,,,,,No,No,Red Wine,USA,California,Cabernet Sauvignon,Cabernet Sauvignon,Full,Medium,Medium,Beef|Cured Meat|Barbecue,,
1986,W,A 0-1000,WRW,WRW2077AC,0,CATALOG,California,N/A,Bay Bridge,Bay Bridge  Merlot,750 ml,N/V,440,630,,148.79,25%,,,,,,,,,,,No,No,Red Wine,USA,California,Merlot,Merlot,Full,Medium,High,Beef|Lamb|Cured Meat|Pasta,,
1987,W,A 0-1000,WRW,WRW2086AC,0,CATALOG,California,N/A,Dona Sol,Dona Sol  Cabernet Sauvignon,750 ml,Current vintage,500,720,,172.90,26%,,,,,,,,,,,No,No,Red Wine,USA,California,Cabernet Sauvignon,"Cabernet Sauvignon, Petite Verdot, Mixed Varietals",Medium,Medium,Medium,Beef|Cured Meat|Barbecue,,
1988,W,A 0-1000,WRW,WRW2087AC,0,CATALOG,California,N/A,Dona Sol,Dona Sol  Merlot,750 ml,Current vintage,500,720,,172.90,26%,,,,,,,,,,,No,No,Red Wine,USA,California,Merlot,Merlot,Full,Medium,High,Beef|Lamb|Cured Meat|Pasta,,
1989,W,A 0-1000,WRW,WRW2090AC,1,,California,N/A,Crane Lake,Crane Lake  Cabernet Sauvignon,750 ml,Current vintage,450,600,558,71.50,14%,7%,540,54.67,11%,3%,Best Sellers Right Now,1,,,,Yes,No,Red Wine,USA,California,Cabernet Sauvignon,Cabernet Sauvignon,Medium,Medium,Medium,Beef|Cured Meat|Barbecue,,
1990,W,A 0-1000,WRW,WRW2091AC,0,CATALOG,California,N/A,Crane Lake,Crane Lake  Sangiovese,750 ml,Current vintage,530,669,,95.23,15%,,,,,,,,,,,Yes,No,Red Wine,USA,California,Sangiovese,Sanigovese,Full,High,High,Beef|Lamb|Cured Meat|Soft Cheese|Pasta,,
1991,W,A 0-1000,WRW,WRW2092AC,0,CATALOG,California,N/A,Crane Lake,Crane Lake  Petite Sirah,750 ml,Current vintage,530,669,,95.23,15%,,,,,,,,,,,Yes,No,Red Wine,USA,California,Shiraz,"Petite Sirah, Red",Full,Medium,Medium,Beef|Lamb|Spicy Food,,
1992,W,A 0-1000,WRW,WRW2093AC,1,,California,N/A,Crane Lake,Crane Lake  Pinot Noir,750 ml,Current vintage,450,600,558,71.50,14%,7%,540,54.67,11%,3%,Best Sellers Right Now,2,,,,Yes,No,Red Wine,USA,California,Pinot Noir,Pinot Noir,Medium,High,Low,Beef|Lamb|Soft Cheese,,
1993,W,A 0-1000,WRW,WRW2094AC,0,CATALOG,California,N/A,Estrella,Estrella  Cabernet Sauvignon,750 ml,Current vintage,560,709,,102.62,15%,,,,,,,,,,,Yes,No,Red Wine,USA,California,Cabernet Sauvignon,"Cabernet Sauvignon, Ruby Cabernet, Petite Sirah, Mixed RedsPetite Sirah, Mixed Reds",Medium,Medium,Medium,Beef|Cured Meat|Barbecue,,
1994,W,A 0-1000,WRW,WRW2095AC,0,CATALOG,California,N/A,Estrella,Estrella  Merlot,750 ml,Current vintage,560,709,,102.62,15%,,,,,,,,,,,Yes,No,Red Wine,USA,California,Merlot,"Merlot, Muscat, Ruby Cabernet, Mixed Varietals",Full,Medium,High,Beef|Lamb|Cured Meat|Pasta,,
1995,W,A 0-1000,WRW,WRW2096AC,0,CATALOG,California,N/A,Estrella,Estrella  Shiraz,750 ml,Current vintage,560,709,,102.62,15%,,,,,,,,,,,Yes,No,Red Wine,USA,California,Shiraz,"Shiraz, Ruby Cabernet, Mixed Reds",Full,Medium,High,Beef|Lamb|Spicy Food,,
1996,W,A 0-1000,WRW,WRW2097AC,0,CATALOG,California,N/A,Forest Ville,Forest Ville  Cabernet Sauvignon,750 ml,Current vintage,590,749,,110.00,16%,,,,,,,,,,,Yes,No,Red Wine,USA,California,Cabernet Sauvignon,"Cabernet Sauvignon, Malbec, Mixed Varietals",Medium,Medium,Medium,Beef|Cured Meat|Barbecue,,
1997,W,A 0-1000,WRW,WRW2098AC,0,CATALOG,California,N/A,Forest Ville,Forest Ville  Merlot,750 ml,Current vintage,590,749,,110.00,16%,,,,,,,,,,,Yes,No,Red Wine,USA,California,Merlot,Merlot,Full,Medium,High,Beef|Lamb|Cured Meat|Pasta,,
1998,W,A 0-1000,WRW,WRW2099AC,0,CATALOG,California,N/A,Forest Ville,Forest Ville  Shiraz,750 ml,Current vintage,590,749,,110.00,16%,,,,,,,,,,,Yes,No,Red Wine,USA,California,Shiraz,"Shiraz, Petite Sirah, Malbec, Mixed Varietals",Full,Medium,Medium,Beef|Lamb|Spicy Food,,
1999,W,A 0-1000,WRW,WRW2106AC,0,,California,N/A,Coastal Ridge,Coastal Ridge  Cabernet Sauvignon,750 ml,Current vintage,480,700,,174.21,27%,,580,62.06,11%,17%,,,,,,No,No,Red Wine,USA,California,Cabernet Sauvignon,"Cabernet Sauvignon,  Proprietors Dry Red,  Petite Sirah",Medium,Medium,Medium,Beef|Cured Meat|Barbecue,,
2000,W,A 0-1000,WRW,WRW2107AC,1,,California,N/A,Coastal Ridge,Coastal Ridge  Merlot,750 ml,Current vintage,480,700,648,125.61,21%,7%,580,62.06,11%,10%,Homey Dinner & Wine,,,,,Yes,No,Red Wine,USA,California,Merlot,Merlot,Full,Medium,High,Beef|Lamb|Cured Meat|Pasta,,
2001,W,A 0-1000,WRW,WRW2108AC,1,,California,N/A,Coastal Ridge,Coastal Ridge  Pinot Noir,750 ml,Current vintage,480,700,,174.21,27%,,580,62.06,11%,17%,,,,,,No,No,Red Wine,USA,California,Pinot Noir,Pinot Noir,Medium,High,Low,Beef|Lamb|Soft Cheese,,
2002,W,E 4000-5000,WRW,WRW2125AC,0,CATALOG,California,N/A,Bond,Bond  Matriarch,750 ml,2007 [**VINTAGE MAY CHANGE],4200,4899,,378.50,8%,,,,,,,,,,,Yes,No,Red Wine,USA,California | Napa Valley,Cabernet Sauvignon,Bordeaux Blend Red,Full,Medium,Medium,Beef|Cured Meat|Barbecue,,
2003,W,G 10K-50K,WRW,WRW2126AC,0,CATALOG,California,N/A,Bond,Bond  Melbury,750 ml,2009 [**VINTAGE MAY CHANGE],14850,17319,,"1,335.98",8%,,,,,,,,,,,Yes,No,Red Wine,USA,California | Napa Valley,Cabernet Sauvignon,Bordeaux Blend Red,Full,Medium,Medium,Beef|Cured Meat|Barbecue,,
2004,W,G 10K-50K,WRW,WRW2127AC,0,CATALOG,California,N/A,Bond,Bond  St. Eden,750 ml,2009 [**VINTAGE MAY CHANGE],14850,17319,,"1,335.98",8%,,,,,,,,,,,Yes,No,Red Wine,USA,California | Napa Valley,Cabernet Sauvignon,Bordeaux Blend Red,Full,Medium,Medium,Beef|Cured Meat|Barbecue,,
2005,W,G 10K-50K,WRW,WRW2128AC,0,CATALOG,California,N/A,Bond,Bond  Vecina,750 ml,2009 [**VINTAGE MAY CHANGE],14850,17319,,"1,335.98",8%,,,,,,,,,,,Yes,No,Red Wine,USA,California | Napa Valley,Cabernet Sauvignon,Bordeaux Blend Red,Full,Medium,Medium,Beef|Cured Meat|Barbecue,,
2006,W,G 10K-50K,WRW,WRW2129AC,0,CATALOG,California,N/A,Bond,Bond  Pluribus,750 ml,2009 [**VINTAGE MAY CHANGE],14850,17319,,"1,335.98",8%,,,,,,,,,,,Yes,No,Red Wine,USA,California | Napa Valley,Cabernet Sauvignon,"Cabernet Sauvignon, Merlot and Cabernet Franc",Full,Medium,Medium,Beef|Cured Meat|Barbecue,,
2007,W,G 10K-50K,WRW,WRW2130AC,0,CATALOG,California,N/A,Bond,Bond  Quella,750 ml,2009 [**VINTAGE MAY CHANGE],14850,17319,,"1,335.98",8%,,,,,,,,,,,Yes,No,Red Wine,USA,California | Napa Valley,Cabernet Sauvignon,Cabernet Sauvignon,Full,Medium,Medium,Beef|Cured Meat|Barbecue,,
2008,W,B 1000-2000,WRW,WRW2135AC,1,,California,N/A,Bogle,Bogle  Cabernet Sauvignon,750 ml,Current vintage,850,1200,1155,229.44,21%,4%,1020,103.27,11%,12%,Cabernet Around the World,,,,,Yes,No,Red Wine,USA,California | Central Coast,Cabernet Sauvignon,Cabernet Sauvignon,Full,Medium,Medium,Beef|Cured Meat|Barbecue,,
2009,W,B 1000-2000,WRW,WRW2136AC,1,,California,N/A,Bogle,Bogle  Merlot,750 ml,Current vintage,850,1200,1155,229.44,21%,4%,1020,103.27,11%,12%,,,,1,2,Yes,No,Red Wine,USA,California | Central Coast,Merlot,Merlot,Full,Medium,High,Beef|Lamb|Cured Meat|Pasta,,
2010,W,E 4000-5000,WRW,WRW2137AC,0,CATALOG,California,N/A,Buccella,Buccella  Merlot,750 ml,2008 [**VINTAGE MAY CHANGE],4200,4899,,378.50,8%,,,,,,,,,,,Yes,No,Red Wine,USA,California | Napa Valley,Merlot,Merlot,Full,Medium,High,Beef|Lamb|Cured Meat|Pasta,,
2011,W,F 5K-10K,WRW,WRW2138AD,1,,IWS,W-USUC-00175,Buccella,Buccella  Cabernet Sauvignon,750 ml,2019 [**VINTAGE MAY CHANGE],6700,8999,8328,"1,083.18",14%,7%,7890,673.83,9%,5%,Cabernet Around the World,,,,,Yes,No,Red Wine,USA,California | Napa Valley,Cabernet Sauvignon,Cabernet Sauvignon 92% Malbec 6% Merlot 2%,Full,Medium,Medium,Beef|Lamb,,
2012,W,E 4000-5000,WRW,WRW2139AC,1,,California,N/A,Cakebread,Cakebread  Cabernet Sauvignon,750 ml,2019 [**VINTAGE MAY CHANGE],3825,5000,4678,546.96,13%,6%,4590,464.72,11%,2%,Cabernet Around the World,,,,,Yes,No,Red Wine,USA,California | Napa Valley,Cabernet Sauvignon,"87% Cabernet Sauvignon, 4% Merlot, 6% Cabernet Franc, 3% Petit Verdot",Full,Medium,Medium,Beef|Cured Meat|Barbecue,,
2013,W,B 1000-2000,WRW,WRW2140AC,1,,California,N/A,Calera,Calera  'Central Coast' Pinot Noir,750 ml,2021 [**VINTAGE MAY CHANGE],1481.25,1900,,294.45,17%,,1710,116.88,7%,10%,,,,,,No,No,Red Wine,USA,California | Central Coast,Pinot Noir,Pinot Noir,Medium,High,Low,Beef|Lamb|Soft Cheese,,
2014,W,C 2000-3000,WRW,WRW2144AC,0,CATALOG,California,N/A,Cain,Cain  Cuvee NV9,750 ml,N/V,1700,2199,,355.14,17%,,,,,,,,,,,Yes,No,Red Wine,USA,California | Napa Valley,Blended,"Merlot, Cab Franc, Cabernet, Petit Verdot",Full,Medium,Medium,Beef|Lamb|Pork|Cured Meat|Barbecue,,
2015,W,D 3000-4000,WRW,WRW2145AC,1,,California,N/A,Belle Glos,"Belle Glos ""Clark & Telephone Vineyard"" Pinot Noir",750 ml,2023 [**VINTAGE MAY CHANGE],2400,3200,,590.65,20%,,2880,291.59,11%,10%,,,,,,No,No,Red Wine,USA,California,Pinot Noir,Pinot Noir,Medium,Medium,Low,Beef|Lamb|Soft Cheese,,
2016,W,E 4000-5000,WRW,WRW2146AC,0,,California,N/A,Caymus,Caymus  Napa Valley Cabernet Sauvignon,750 ml,2022 [**VINTAGE MAY CHANGE],3100,4100,3899,543.93,15%,5%,3720,376.64,11%,5%,Cabernet Around the World,,,,,Yes,No,Red Wine,USA,California | Napa Valley,Cabernet Sauvignon,Cabernet Sauvignon and Blends,Full,Medium,High,Beef|Lamb|Cured Meat|Hard Cheese,,
2017,W,B 1000-2000,WRW,WRW2147AC,1,,California,1722476072220,Caymus,Caymus  Conundrum Red,750 ml,Current vintage,1200,1600,1549,247.66,17%,3%,1440,145.79,11%,7%,,,,,,Yes,No,Red Wine,USA,California | Napa Valley,Blended,Zinfandel / Petite Syrah,Medium,Medium,Medium,Beef|Barbecue,,
2018,W,F 5K-10K,WRW,WRW2148AC,1,,California,N/A,Caymus,Caymus  'Special Selection' Cabernet Sauvignon,750 ml,2019 [**VINTAGE MAY CHANGE],7500,9700,9499,"1,377.57",16%,2%,8830,752.34,9%,7%,Cabernet Around the World,,,,,Yes,No,Red Wine,USA,California | Napa Valley,Cabernet Sauvignon,Cabernet Sauvignon / Merlot,Full,Medium,High,Beef|Lamb|Cured Meat|Hard Cheese,,
2019,W,E 4000-5000,WRW,WRW2149AC,1,,California,N/A,Chateau Montelena,Chateau Montelena  Cabernet Sauvignon,750 ml,2019 [**VINTAGE MAY CHANGE],3300,4400,4088,520.56,14%,7%,3960,400.93,11%,3%,Cabernet Around the World,,,,,Yes,No,Red Wine,USA,California | Napa Valley,Cabernet Sauvignon,Cabernet Sauvignon,Full,Medium,Medium,Beef|Cured Meat|Barbecue,,
2020,W,F 5K-10K,WRW,WRW2150AC,1,,California,N/A,Chateau Montelena,Chateau Montelena  'Estate' Cabernet Sauvignon,750 ml,2019 [**VINTAGE MAY CHANGE],6500,8400,7868,853.27,12%,6%,7660,658.88,9%,3%,Cabernet Around the World,,,,,Yes,No,Red Wine,USA,California | Napa Valley,Cabernet Sauvignon,Cabernet Sauvignon 100%,Full,Medium,Medium,Beef|Cured Meat|Barbecue,,
2021,W,C 2000-3000,WRW,WRW2151AC,0,CATALOG,California,N/A,Domaine Georg Rafael,Domaine Georg Rafael  Cabernet Sauvignon,750 ml,2011 [**VINTAGE MAY CHANGE],2000,2870,,682.24,25%,,,,,,,,,,,No,No,Red Wine,USA,California | Napa Valley,Cabernet Sauvignon,Cabernet Sauvignon,Full,Medium,High,Beef|Lamb|Cured Meat|Hard Cheese,,
2022,W,B 1000-2000,WRW,WRW2152AC,1,,California,N/A,Duckhorn,Duckhorn  Decoy Red Blend,750 ml,2019 [**VINTAGE MAY CHANGE],1350,1800,,332.24,20%,,1620,164.02,11%,10%,,,,,,No,No,Red Wine,USA,California | Sonoma County,Blended,"52% Cabernet Sauvignon, 37% Merlot, 6% Petite Sirah, 2% Zinfandel, 2% Carignan, 1% Syrah",Medium,Medium,Medium,Beef|Lamb|Pork|Cured Meat|Barbecue,,
2023,W,C 2000-3000,WRW,WRW2153AC,1,,California,N/A,Duckhorn,Duckhorn  Napa Valley Merlot,750 ml,2022 [**VINTAGE MAY CHANGE],2299.999874,3000,2949,456.07,17%,2%,2720,242.06,10%,8%,,,,3,11,Yes,No,Red Wine,USA,California | Napa Valley,Merlot,"77% Merlot, 22% Cabernet Sauvignon, .5% Malbec, .5 % Petit Verdot",Full,Medium,High,Beef|Lamb|Cured Meat|Pasta,,
2024,W,D 3000-4000,WRW,WRW2154AC,1,,California,N/A,Duckhorn,Duckhorn  'Goldeneye' Pinot Noir,750 ml,2020 [**VINTAGE MAY CHANGE],2300,3100,2959,465.42,17%,5%,2760,279.44,11%,7%,,,,,,Yes,No,Red Wine,USA,California,Pinot Noir,Pinot Noir,,,,,,
2025,W,D 3000-4000,WRW,WRW2155AC,1,,California,N/A,Duckhorn,Duckhorn  Napa Valley Cabernet Sauvignon,750 ml,2022 [**VINTAGE MAY CHANGE],2950,3900,3699,507.01,15%,5%,3540,358.41,11%,4%,Cabernet Around the World,,,,,Yes,No,Red Wine,USA,California | Napa Valley,Cabernet Sauvignon,"82% Cabernet Sauvignon, 10% Merlot, 6% Petit Verdot, 2% Cabernet Franc",Full,Medium,High,Beef|Lamb|Cured Meat|Hard Cheese,,
2026,W,F 5K-10K,WRW,WRW2156AC,1,,California,N/A,Duckhorn,Duckhorn  Napa Valley 'Three Palms Vineyard' Merlot,750 ml,2019 [**VINTAGE MAY CHANGE],3900,5100,,866.36,18%,,4680,473.83,11%,8%,,,,,,No,No,Red Wine,USA,California | Napa Valley,Merlot,"91% Merlot, 7% Cabernet Sauvignon, 1.5% Petit Verdot, .5% Cabernet Franc",Full,Medium,High,Beef|Lamb|Cured Meat|Pasta,,
2027,W,F 5K-10K,WRW,WRW2158AC,1,,California,N/A,Far Niente,Far Niente  Cabernet Sauvignon,750 ml,2019 [**VINTAGE MAY CHANGE],6250,8100,7588,841.59,12%,6%,7360,628.50,9%,3%,Cabernet Around the World,,,,,Yes,No,Red Wine,USA,California | Napa Valley,Cabernet Sauvignon,Cabernet Sauvignon,Full,Medium,High,Beef|Lamb|Cured Meat|Hard Cheese,,
2028,W,B 1000-2000,WRW,WRW2163AC,1,,California,N/A,Francis Coppola,Francis Coppola  'Diamond Collection' Claret,750 ml,Current vintage,950,1300,1208,178.97,16%,7%,1140,115.42,11%,6%,Cabernet Around the World,,,1,1,Yes,No,Red Wine,USA,California,Cabernet Sauvignon,"Cabernet Sauvignon, Petit Verdot, Merlot, Cabernet Franc",Full,Medium,Medium,Beef|Cured Meat|Barbecue,,
2029,W,B 1000-2000,WRW,WRW2164AC,1,,California,N/A,Francis Coppola,Francis Coppola  'Diamond Collection' Merlot,750 ml,Current vintage,890,1200,1118,154.86,15%,7%,1070,110.00,11%,4%,Homey Dinner & Wine,,,,,Yes,No,Red Wine,USA,California,Merlot,"Merlot, Petite Sirah",Medium,Medium,Medium,Beef|Lamb|Cured Meat|Pasta,,
2030,W,B 1000-2000,WRW,WRW2165AC,1,,California,N/A,Francis Coppola,Francis Coppola  'Diamond Collection' Zinfandel,750 ml,Current vintage,884,1200,,237.50,21%,,1060,106.65,11%,12%,,,,,,No,No,Red Wine,USA,California,Primitivo / Zinfandel,"Zinfandel, Petite Sirah",Full,Low,High,Beef|Hard Cheese|Spicy Food|Barbecue|Pasta,,
2031,W,B 1000-2000,WRW,WRW2166AC,1,,California,N/A,Francis Coppola,Francis Coppola  'Diamond Collection' Pinot Noir,750 ml,2022 [**VINTAGE MAY CHANGE],865,1200,,256.50,23%,,1040,106.96,11%,13%,,,,,,No,No,Red Wine,USA,California,Pinot Noir,Pinot Noir,Medium,High,Low,Beef|Lamb|Soft Cheese,,
2032,W,C 2000-3000,WRW,WRW2167AC,1,,California,N/A,Francis Coppola,Francis Coppola  Director's Cut Cinema Red Blend,750 ml,2019 [**VINTAGE MAY CHANGE],1800,2400,2299,348.60,16%,4%,2160,218.69,11%,6%,,,,,,Yes,No,Red Wine,USA,California | Sonoma County,Primitivo / Zinfandel,"52% Zinfandel, 39% Cabernet Sauvignon, 5% Petit Sirah, 4% Merlot",Full,Low,High,Beef|Hard Cheese|Spicy Food|Barbecue|Pasta,,
2033,W,B 1000-2000,WRW,WRW2168AC,1,,California,N/A,Francis Coppola,Francis Coppola  Director's Cut Pinot Noir,750 ml,2022 [**VINTAGE MAY CHANGE],1500,2000,1895,271.03,15%,5%,1800,182.24,11%,5%,,,,,,Yes,No,Red Wine,USA,California | Sonoma County,Pinot Noir,100% Pinot Noir,Medium,High,Low,Beef|Lamb|Soft Cheese,,
2034,W,B 1000-2000,WRW,WRW2169AC,1,,California,N/A,Francis Coppola,Francis Coppola  Director's Cut Zinfandel,750 ml,2019 [**VINTAGE MAY CHANGE],1500,2000,,369.16,20%,,1800,182.24,11%,10%,,,,1,1,No,No,Red Wine,USA,California | Sonoma County,Primitivo / Zinfandel,"84% Zinfandel, 14% Petite Sirah, 2% Syrah",Full,Low,High,Beef|Hard Cheese|Spicy Food|Barbecue|Pasta,,
2035,W,E 4000-5000,WRW,WRW2172AC,0,CATALOG,California,N/A,Gemstone,Gemstone  Red Blend Facets (Cabernet/Merlot/Cab Franc/Petit),750 ml,2007 [**VINTAGE MAY CHANGE],3400,4089,,421.50,11%,,,,,,,,,,,Yes,No,Red Wine,USA,California | Napa Valley,Cabernet Sauvignon,"Cabernet, Merlot, Cab Franc, Petit",Full,Medium,Medium,Beef|Cured Meat|Barbecue,,
2036,W,F 5K-10K,WRW,WRW2173AC,0,CATALOG,California,N/A,Gemstone,"Gemstone  ""Ten"" Proprietary Red (Cabernet/Petit Verdot)",750 ml,2006 [**VINTAGE MAY CHANGE],6300,7409,,624.30,9%,,,,,,,,,,,Yes,No,Red Wine,USA,California | Napa Valley,Cabernet Sauvignon,"Cabernet, Petit Verdot",Full,Medium,Medium,Beef|Cured Meat|Barbecue,,
2037,W,F 5K-10K,WRW,WRW2174AC,0,CATALOG,California,N/A,Gemstone,Gemstone  Proprietary Red (Cabernet/Petit Verdot/Merlot),750 ml,2007 [**VINTAGE MAY CHANGE],6300,7409,,624.30,9%,,,,,,,,,,,Yes,No,Red Wine,USA,California | Napa Valley,Cabernet Sauvignon,"Cabernet, Petit Verdot, Merlot",Full,Medium,High,Beef|Lamb|Cured Meat|Hard Cheese,,
