ID,WEB,PRICE GROUP,Type,sku,is_in_stock,custom_stock_status,manufacturer,supplier_code,brand,name,bottle_size,vintage,cost,price,special_price,Margin THB,Margin %,SP discount %,B2B,B2B Margin THB,B2B Margin %,B2B Discount %,Content,WN Stock,Consign,Sold order Mar,Sold Qty Mar,promotion_price,promotion_tier_price,wine_type,country,region_wine,grape_class,grape_variety,wine_body,wine_acidity,wine_tanin,food_matching,liquor_main_type,other_type
7361,W,A 0-1000,WRW,WRW5464FJ,1,,Italthai,DNMWC01,Messenez Family,Messenez Family  Chateau M Gran Vin Gold Label,750 ml,Current vintage,618,849,809,138.07,18%,5%,780,110.97,15%,4%,,,,1,1,Yes,No,Red Wine,Chile,Rapel Valley,Blended,"Cabernet Sauvignon , Merlot, Syrah",Full,High,High,Beef|Hard Cheese|Pasta,,
7362,W,B 1000-2000,WRW,WRW5467FJ,1,,Italthai,DNMWC08,Messenez Family,Messenez Family  Donum Massenez Red Premium Assemblage,750 ml,2023 [**VINTAGE MAY CHANGE],950,1249,,217.29,19%,,1140,115.42,11%,9%,,,,,,Yes,No,Red Wine,Chile,Rapel Valley,Blended,"Cabernet Sauvignon, Merlot, Cabernet Franc",Full,High,High,Beef|Hard Cheese|Pasta,,
7363,W,D 3000-4000,WRW,WRW5459FJ,1,,Italthai,,Bosquet Des Papes,Bosquet Des Papes  Chateauneuf-du-Pape Chante Le Merle,750 ml,2019 [**VINTAGE MAY CHANGE],2508,3529,3359,631.25,20%,5%,3170,454.62,15%,6%,,,,,,Yes,No,Red Wine,France,Rhône Valley,Blended,"85% Grenache, with the balance a mix of Mourvèdre and Syrah",Medium,Medium,Medium,Beef|Lamb|Cured Meat|Soft Cheese,,
7364,W,C 2000-3000,WWW,WWW5109FJ,0,CATALOG,Italthai,CASWI02,Bouchard Pere & Fils,Bouchard Pere & Fils  Pouilly Fuisse,750 ml,2017 [**VINTAGE MAY CHANGE],1970,2599,,458.97,19%,,,,,,,,,,,Yes,No,White Wine,France,Burgundy|Burgundy | Pouilly-Fuissé,Chardonnay,Chardonnay,Medium,Medium,Low,Chicken|Fish|Seafood|Vegetables,,
7365,W,D 3000-4000,WRW,WRW5460FJ,0,CATALOG,Italthai,BPFWF05,Bouchard Pere & Fils,Bouchard Pere & Fils  Garvey Chambertin,750 ml,2019 [**VINTAGE MAY CHANGE],2660,3495,,606.36,19%,,,,,,,,,,,Yes,No,Red Wine,France,Burgundy|Burgundy | Gevrey-Chambertin,Pinot Noir,Pinot Noir,Medium,High,Low,Beef|Lamb|Hard Cheese|Pasta,,
7366,W,D 3000-4000,WSP,WSP2577FJ,1,,Italthai,DUVWF01,Champagne Duval Leroy,Champagne Duval Leroy  Fleur de Premier Cru,750 ml,N/V,2418,3399,3229,599.76,20%,5%,3050,432.47,15%,6%,,,,,,Yes,No,Champagne,France,Champagne,Blended,Premier et Grand Cru de Chardonnay et de Pinot Noir,Full,High,Low,Fish|Seafood,,
7367,W,B 1000-2000,WWW,WWW5112FJ,1,,Italthai,,Lucien Crochet Sancerre,"Lucien Crochet  Sancerre Blanc ""Les Calcaires""",750 ml,2022 [**VINTAGE MAY CHANGE],1416,1989,,442.88,24%,,1790,256.90,15%,10%,,,,,,Yes,No,White Wine,France,Loire valley,Sauvignon Blanc,Sauvignon Blanc,Medium,High,Low,Fish|Seafood|Spicy Food|Vegetables,,
7368,W,B 1000-2000,WWW,WWW5117FJ,0,CATALOG,Italthai,W1IWF01,William Fevre,William Fevre  Chablis AOC,750 ml,2021 [**VINTAGE MAY CHANGE],1255,1665,,301.07,19%,,,,,,,,,,,Yes,No,White Wine,France,Burgundy|Burgundy | Chablis,Chardonnay,Chardonnay,Medium,Medium,Low,Chicken|Fish|Seafood|Vegetables,,
7369,W,C 2000-3000,WRW,WRW5461FJ,1,,Italthai,CASWI02,Casisano Montalcino,Casisano  Brunello di Montalcino DOCG,750 ml,2020 [**VINTAGE MAY CHANGE],1995.27,2699,,527.16,21%,,2430,275.76,12%,10%,,,1,,,Yes,No,Red Wine,Italy,Tuscany | Brunello di Montalcino,Sangiovese,Sangiovese 100%,Full,Medium,Medium,Beef|Lamb|Hard Cheese,,
7370,W,E 4000-5000,WRW,WRW5462FJ,1,,Italthai,CASWI03,Casisano Montalcino,Casisano  Colombaiolo Brunello di Montalcino DOCG,750 ml,2017 [**VINTAGE MAY CHANGE],3740,4999,,931.96,20%,,4490,456.26,11%,10%,,,,,,Yes,No,Red Wine,Italy,Tuscany | Brunello di Montalcino,Sangiovese,Sangiovese 100%,Full,Medium,Medium,Beef|Lamb|Mushroom|Hard Cheese,,
7371,W,D 3000-4000,WRW,WRW5469FJ,1,,Italthai,ODDWI01,Oddero,Oddero  Barolo DOCG,750 ml,Current vintage,2425,3239,,602.10,20%,,2910,294.63,11%,10%,,,1,,,Yes,No,Red Wine,Italy,Piedmont | Barolo,Nebbiolo,Nebbiolo 100%,Full,High,High,Beef|Lamb|Soft Cheese|Barbecue|Pasta,,
7372,W,F 5K-10K,WRW,WRW5468FJ,1,,Italthai,ODDWI02,Oddero,Oddero  Barolo Bussia Vigna Mondaca Riserva DOCG,750 ml,2017 [**VINTAGE MAY CHANGE],5490,7339,,"1,368.88",20%,,6470,556.73,9%,12%,,,,,,Yes,No,Red Wine,Italy,Piedmont | Barolo,Nebbiolo,Nebbiolo 100%,Full,High,High,Beef|Lamb|Soft Cheese|Barbecue|Pasta,,
7373,W,C 2000-3000,WRW,WRW5471FJ,1,,Italthai,SARWI02,Sartori di Verona,Sartori di Verona  “Corte Bra” Amarone Delle Valpolicella DOCG,750 ml,2016 [**VINTAGE MAY CHANGE],2000,2649,,475.70,19%,,2400,242.99,11%,9%,,,1,,,Yes,No,Red Wine,Italy,Veneto,Blended,60% Corvina Veronese 20% Corvinone 15% Rondinella 5% Oseleta,Full,High,High,Beef|Hard Cheese|Pasta,,
7374,W,A 0-1000,WRW,WRW5472FJ,1,,Italthai,TGPWI09,Poggio al Tufo,Poggio Al Tufo  Rompicollo Toscana IGT,750 ml,Current vintage,715,949,,171.92,19%,,860,88.74,11%,9%,,,,,,Yes,Yes,Red Wine,Italy,Tuscany,Blended,"Sangiovese 60%, Cabernet Sauvignon 40%",Full,Medium,Medium,Beef|Soft Cheese|Pasta,,
7375,W,A 0-1000,WWW,WWW5111FJ,0,CATALOG,Italthai,,Kimi,Kimi  Sauvignon Blanc,750 ml,Current vintage,414,585,,132.73,24%,,,,,,,,,,,Yes,No,White Wine,New Zealand,Marlborough,Sauvignon Blanc,Sauvignon Blanc,Medium,High,Low,Fish|Seafood|Spicy Food|Vegetables,,
7376,W,A 0-1000,WWW,WWW5114FJ,0,CATALOG,Italthai,,Valley of Spies,Valley of Spies  Sauvignon Blanc,750 ml,Current vintage,484,685,,156.19,24%,,,,,,,,,,,Yes,No,White Wine,New Zealand,Marlborough,Sauvignon Blanc,Sauvignon Blanc,Medium,High,Low,Fish|Seafood|Spicy Food|Vegetables,,
7377,W,B 1000-2000,WRW,WRW5466FJ,1,,Italthai,CUNWS03,Cune,CUNE  Reserva,750 ml,2018 [**VINTAGE MAY CHANGE],935,1249,,232.29,20%,,1130,121.07,11%,10%,,,3,,,Yes,No,Red Wine,Spain,Rioja,Tempranillo,"85% Tempranillo,15% Garnacha, Graciano and Mazuelo.",Medium,Medium,Medium,Beef|Lamb,,
7378,L,F 5K-10K,LWH,LWH0643BT,0,CATALOG,Pacific Cigar,,Junenmyo,Junenmyo  Rouge ( Japanese whiskey ) (700 ml),700 ml,,3950,5900,,"1,564.02",28%,,,,,,,,,,,No,No,,Japan,,,,,,,,Whisky,
7379,L,F 5K-10K,LWH,LWH0644BT,0,CATALOG,Pacific Cigar,,Bellevoye,Bellevoye  Rouge (700 ml),700 ml,,6540,8900,,"1,777.76",21%,,,,,,,,,,,No,No,,France,,,,,,,,Whisky,
7380,L,F 5K-10K,LWH,LWH0645BT,1,,Pacific Cigar,,Bellevoye,Bellevoye  Noir (700 ml),700 ml,,5600,7500,,"1,409.35",20%,,,,,,,,,,,No,No,,France,,,,,,,,Whisky,
7381,L,F 5K-10K,LWH,LWH0646BT,0,CATALOG,Pacific Cigar,,Old Particular,Old Particular  Teaninich 12 Years Old  (700 ml),700 ml,,4400,5900,,"1,114.02",20%,,,,,,,,,,,No,No,,Scotland,,,,,,,,Whisky,
7382,L,F 5K-10K,LWH,LWH0647BT,0,CATALOG,Pacific Cigar,,Old Particular,Old Particular  Fettercairn 15 Years Old  (700 ml),700 ml,,7040,9500,,"1,838.50",21%,,,,,,,,,,,No,No,,Scotland,,,,,,,,Whisky,
7383,W,B 1000-2000,WWW,WWW5118DW,0,CATALOG,T/A Beverage,,Castelli del Grevepesa,Castelli del Grevepesa  Elianto Vermentino Toscana IGT,750 ml,Current vintage,950,1420,,377.10,28%,,,,,,,,,,,No,No,White Wine,Italy,Tuscany,Vermentino,100% Vermenti,Light,High,Low,Fish|Pasta|Vegetables,,
7384,W,B 1000-2000,WRS,WRS0196DW,0,CATALOG,T/A Beverage,,Castelli del Grevepesa,Castelli del Grevepesa  Maggese Rose Rosato Costa Toscana IGT,750 ml,Current vintage,950,1420,,377.10,28%,,,,,,,,,,,No,No,Rose Wine,Italy,Tuscany,Sangiovese,Mainly Sangiovese,Light,Medium,Low,Chicken|Fish|Vegetables,,
7385,W,B 1000-2000,WRW,WRW5476DW,1,,T/A Beverage,,Castelli del Grevepesa,Castelli del Grevepesa  Col Silente Nobile di Montepulciano DOCG,750 ml,2019 [**VINTAGE MAY CHANGE],885.925926,1600,1308,336.50,28%,18%,1400,422.49,32%,-7%,Best Sellers Right Now,4,,,,Yes,No,Red Wine,Italy,Tuscany,Sangiovese,Mainly Sangiovese,Full,Medium,Medium,Beef|Lamb|Cured Meat|Soft Cheese|Pasta,,
7386,W,B 1000-2000,WRW,WRW5477DW,1,,T/A Beverage,,Castelli del Grevepesa,Castelli del Grevepesa  Castello Di Bibbione Riserva Chianti Classico DOCG,750 ml,2019 [**VINTAGE MAY CHANGE],852.5,1600,,642.83,43%,,1480,530.68,38%,8%,,2,,1,1,No,No,Red Wine,Italy,Tuscany | Chianti DOCG,Sangiovese,"95% Sangiovese, 5% Merlot",Full,Medium,Medium,Beef|Lamb|Cured Meat|Soft Cheese|Pasta,,
7387,W,B 1000-2000,WRW,WRW5478DW,1,,T/A Beverage,,Castelli del Grevepesa,Castelli del Grevepesa  Castello Di Bibbione Gran Selezione Chianti classico DOCG,750 ml,2018 [**VINTAGE MAY CHANGE],1103.061224,1700,,485.72,31%,,1530,326.85,23%,10%,,1,,1,1,No,No,Red Wine,Italy,Tuscany | Chianti DOCG,Sangiovese,"95% Sangiovese, 5% Merlot",Full,Medium,Medium,Beef|Lamb|Cured Meat|Soft Cheese|Pasta,,
7390,W,A 0-1000,WSP,WSP2578DR,0,CATALOG,Bacardi (Thailand),A-ITBR-00475,Martini,Martini  Brut,750 ml,N/V,597.9,659,,17.99,3%,,,,,,,,,,,Yes,No,Sparkling Wine,Italy,Veneto,Blended,"Chardonnay, Trebbiano and Garganega",Light,High,Low,Fish|Seafood,,
7391,W,B 1000-2000,WDW,WDW0148DR,1,,Bacardi (Thailand),W-PTBR-00175,Taylor,Taylor’s  Fine Tawny Port,750 ml,N/V,1181.435861,1669,,378.38,24%,,1660,369.97,24%,1%,,,,2,9,Yes,No,Port Wine,Portugal,Others region,Blended,"Touriga Nacional, Touriga Franca, Tinta Roriz, Tinto Cao, Tinta Barroca",Full,High,High,Hard Cheese|Dessert,,
7392,W,B 1000-2000,WDW,WDW0149DR,1,,Bacardi (Thailand),W-PTBR-00275,Taylor,Taylor’s  Special Ruby Port,750 ml,N/V,1193.262969,1669,,366.55,23%,,1660,358.14,23%,1%,,,,1,3,Yes,No,Port Wine,Portugal,Others region,Blended,Touriga Nacional,Full,High,High,Hard Cheese|Dessert,,
7393,L,G 10K-50K,LWH,LWH0648DR,0,CATALOG,Bacardi (Thailand),S-SCBR-003750021,Aberfeldy,Aberfeldy  21 Years Old Single Malt Scotch Whisky (750 ml),750 ml,,10329.7,11399,,323.57,3%,,,,,,,,,,,Yes,No,,Scotland,,,,,,,,Whisky,
7394,L,C 2000-3000,LAQ,LAQ0001EQ,1,,United Beverage,,Arvesolvet,Arvesølvet  Aquavit (700 ml),700 ml,,1687.1475,2360,,518.46,24%,,2080,256.78,13%,12%,,,,,,No,,,Norway,,,,,,,,Others,Aquavit
7395,L,C 2000-3000,LWH,LWH0649EQ,1,,United Beverage,,Lambay,Lambay  Blended Malt Irish whiskey (700 ml),700 ml,,2089.72,2899,,619.63,23%,,2540,284.11,12%,12%,,,,1,1,Yes,No,,Ireland,,,,,,,,Whisky,
7396,L,B 1000-2000,LWH,LWH0650EQ,0,,United Beverage,,Glen Turner,Glen Turner  Rum Cask Finish Single Malt Scotch Whisky (700 ml),700 ml,,1380,1895,,391.03,22%,,1590,105.98,7%,16%,,,,,,Yes,No,,Scotland,,,,,,,,Whisky,
7397,L,B 1000-2000,LRM,LRM0196EQ,1,,United Beverage,,Saint James,"Saint James  Royal Amber ""Rhum Agricole"" (700 ml)",700 ml,,759.955992,1050,978,154.06,17%,7%,930,109.20,13%,5%,Party Starter,,,1,2,Yes,No,,Martinique,,,,,,,,Rum,
7398,L,C 2000-3000,LGN,LGN0232ER,1,,Magic Potion Ltd,,Hawthorns,Hawthorn’s  London Dry Gin (700 ml),700 ml,,1400,2100,1938,411.21,23%,8%,1620,114.02,8%,16%,Hot Weather Cocktails,,,,,Yes,No,,UK,,,,,,,,Gin,
7399,L,C 2000-3000,LWH,LWH0651BU,0,CATALOG,Brown-Forman,,Benriach,Benriach  The Original Ten Speyside Single Malt Scotch Whisky (700 ml),700 ml,,2020,2499,,315.51,14%,,,,,,,,,,,Yes,No,,Scotland,,,,,,,,Whisky,
7400,L,C 2000-3000,LWH,LWH0652BU,0,CATALOG,Brown-Forman,,Benriach,Benriach  The Smoky Ten Speyside Single Malt Scotch Whisky (700 ml),700 ml,,2020,2499,,315.51,14%,,,,,,,,,,,Yes,No,,Scotland,,,,,,,,Whisky,
7401,L,C 2000-3000,LWH,LWH0653BU,0,CATALOG,Brown-Forman,,Benriach,Benriach  The Twelve Speyside Single Malt Scotch Whisky (700 ml),700 ml,,2281,2799,,334.89,13%,,,,,,,,,,,Yes,No,,Scotland,,,,,,,,Whisky,
7402,L,D 3000-4000,LWH,LWH0654BU,0,CATALOG,Brown-Forman,,Glendronach,Glendronach  Original Aged 12 Years (700 ml),700 ml,,3120,3199,,-130.28,-4%,,,,,,,,,,,Yes,No,,Scotland,,,,,,,,Whisky,
7403,L,D 3000-4000,LWH,LWH0655BU,0,CATALOG,Brown-Forman,,Glendronach,Glendronach  Tradititionally Peated (700 ml),700 ml,,3120,3199,,-130.28,-4%,,,,,,,,,,,Yes,No,,Scotland,,,,,,,,Whisky,
7404,L,G 10K-50K,LWH,LWH0656BU,0,CATALOG,Brown-Forman,,Glendronach,Glendronach  Parliament Aged 21 Years (700 ml),700 ml,,14800,17999,,"2,021.50",12%,,,,,,,,,,,Yes,No,,Scotland,,,,,,,,Whisky,
7405,W,B 1000-2000,WDW,WDW0150BS,1,,Texica,N/A,Castellare Di Castellina,Castellare Di Castellina  Vin Santo S.Niccolò IGT  (375 ml),375 ml,2018 [**VINTAGE MAY CHANGE],1440,1900,,335.70,19%,,1730,176.82,11%,9%,,,,,,No,No,Dessert Wine,Italy,Tuscany,Blended,60% Malvasia bianca and 40% Trebbiano toscano,Full,Medium,Low,Hard Cheese|Dessert,,
7406,W,C 2000-3000,WDW,WDW0151BS,0,CATALOG,Texica,N/A,Castello di Bossi,Castello Di Bossi  Vin San Laurentino IGT (375 ml),375 ml,2007 [**VINTAGE MAY CHANGE],1760,2499,,575.51,25%,,,,,,,,,,,Yes,No,Dessert Wine,Italy,Tuscany,Blended,"Sangiovese, Malvasia, Trebbiano",Full,Medium,Low,Hard Cheese|Dessert,,
7407,W,A 0-1000,WRW,WRW5479BS,0,,Texica,,Villa di Corlo,Villa di Corlo  Lambrusco Grasparossa di Castelvetro Corleto DOC,750 ml,Current vintage,720,1000,,214.58,23%,,870,93.08,11%,13%,,,,,,No,No,Sparkling Wine,Italy,Emilia-Romagna,Lambrusco,Lambrusco Grasparossa,Full,High,Medium,Cured Meat|Soft Cheese|Pasta,,
7408,W,A 0-1000,WRW,WRW5480AA,0,,Italasia,WBP-006R,Baron Philippe de Rothschild,Baron Philippe de Rothschild  Mapu Gran Reserva Cabernet Sauvignon,750 ml,Current vintage,428,815,,333.68,44%,,610,142.09,25%,25%,,,,,,Yes,No,Red Wine,Chile,Maule Valley,Cabernet Sauvignon,Cabernet Sauvignon,Medium,Medium,Medium,Beef|Cured Meat|Hard Cheese|Barbecue,,
7409,W,A 0-1000,WWW,WWW5119AA,0,,Italasia,WBP-003W,Baron Philippe de Rothschild,Baron Philippe de Rothschild  Mapu Gran Reserva Chardonnay,750 ml,Current vintage,428,815,,333.68,44%,,610,142.09,25%,25%,,,,,,Yes,No,White Wine,Chile,Maule Valley,Chardonnay,Chardonnay,Medium,Medium,Low,Chicken|Fish|Seafood|Vegetables,,
7410,L,C 2000-3000,LWH,LWH0657FK,0,CATALOG,P.K.C. Project Management,,Jura,Jura  12 Year Old Single Malt Scotch Whisky (700 ml),700 ml,,2186.9,2755,,387.87,15%,,,,,,,,,,,Yes,No,,Scotland,,,,,,,,Whisky,
7411,L,D 3000-4000,LWH,LWH0658FK,0,,P.K.C. Project Management,,Jura,Jura  Seven Wood Single Malt Scotch Whisky (700 ml),700 ml,,2907,3665,,518.23,15%,,3350,223.84,7%,9%,,,,,,Yes,No,,Scotland,,,,,,,,Whisky,
7412,L,E 4000-5000,LWH,LWH0659FK,0,CATALOG,P.K.C. Project Management,,Jura,Jura  18 Year Old Single Malt Scotch Whisky (700 ml),700 ml,,3794.4,4775,,668.22,15%,,,,,,,,,,,Yes,No,,Scotland,,,,,,,,Whisky,
7413,L,D 3000-4000,LWH,LWH0660FK,1,,P.K.C. Project Management,,Fettercairn,Fettercairn  12 Year Old Single Malt Scotch Whisky (700 ml),700 ml,,2467,3105,2898,241.41,9%,7%,2840,187.21,7%,2%,Top Spirits Restart,,1,,,Yes,No,,Scotland,,,,,,,,Whisky,
7414,L,B 1000-2000,LWH,LWH0661FK,0,,P.K.C. Project Management,,Shackleton,Shackleton  Blended Malt Scotch Whisky (700 ml),700 ml,,1393,1755,,247.19,15%,,1610,111.67,7%,8%,,,,,,Yes,No,,Scotland,,,,,,,,Whisky,
7416,W,A 0-1000,WSP,WSP2579AD,0,,IWS,A-ITGI-00175,Atto Primo,Atto Primo  Spumante Brut,750 ml,N/V,360,589,,190.47,35%,,440,51.21,12%,25%,,,,,,Yes,No,Sparkling Wine,Italy,Veneto | Prosecco,Prosecco,Glera (Prosecco),Light,High,Low,Fish|Seafood|Vegetables,,
7417,W,A 0-1000,WRW,WRW5482AD,1,,IWS,W-FRMD-00175,Moulin de Gassac,Moulin de Gassac  Syrah IGP,750 ml,Current Vintage,440,699,,213.27,33%,,530,55.33,11%,24%,,,,,,Yes,No,Red Wine,France,Languedoc,Shiraz,Syrah,Full,Medium,High,Beef|Lamb|Spicy Food|Pasta,,
7418,W,A 0-1000,WWW,WWW5120AD,1,,IWS,W-FRMD-00275,Moulin de Gassac,Moulin de Gassac  Sauvignon Blanc IGP,750 ml,Current Vintage,440,699,628,146.92,25%,10%,530,55.33,11%,16%,Homey Dinner & Wine,,,,,Yes,No,White Wine,France,Languedoc,Sauvignon Blanc,100% Sauvignon Blanc,Medium,High,Low,Fish|Seafood|Spicy Food|Vegetables,,
7419,W,A 0-1000,WRW,WRW5483AD,0,CATALOG,IWS,W-PTSF-01075,Altano Vinho,Altano  Vinho Tinto Douro DOC,750 ml,Current Vintage,599,859,,203.80,25%,,,,,,,,,,,Yes,No,Red Wine,Portugal,Douro,Blended,"Touriga Franca, Tinta Roriz, Tinta Barroca.",Medium,Medium,Medium,Beef|Soft Cheese,,
7420,W,A 0-1000,WWW,WWW5121AD,1,,IWS,W-PTSF-00975,Altano Vinho,Altano  Vinho Branco Douro DOC,750 ml,Current Vintage,505,739,,185.65,27%,,610,65.09,11%,17%,,,,,,Yes,No,White Wine,Portugal,Douro,Blended,"Malvasia Fina, Viosinho, Rabigato and Moscatel Galego",Medium,Medium,Low,Fish|Vegetables,,
7421,L,B 1000-2000,LLQ,LLQ0412CN,0,CATALOG,Alchemy Thailand,,Campari,Campari  Negroni Ricetta Originale (500 ml) (Ready to drink),500 ml,,994,1209,,135.91,12%,,,,,,,,,,,Yes,No,,Italy,,,,,,,,Liqueur,
7422,L,C 2000-3000,LLQ,LLQ0413CN,1,,Alchemy Thailand,,Campari,Campari  Cask Tales : A Celebration of Legacy in a Bottle (1 L),1000 ml (1 L),,2071,2519,,283.21,12%,,2390,162.64,7%,5%,,,,1,3,Yes,No,,Italy,,,,,,,,Liqueur,
7424,L,D 3000-4000,LBD,LBD0164BU,0,CATALOG,Diageo,N/A,Hennessy,Hennessy  V.S.O.P Privilege Cognac (Limited Edition) By Refik Anadol (700 ml),700 ml,,2973,3599,,390.55,12%,,,,,,,,,,,Yes,,,France,,,,,,,,Brandy,
7425,W,A 0-1000,WWW,WWW5122AA,1,,Italasia,WBT-007S,7 Cascine,7 Cascine  Moscato d'Asti DOCG,750 ml,NV,364,740,588,185.53,34%,21%,560,159.36,30%,5%,Best Sellers Right Now,6,,,,Yes,No,White Wine,Italy,Piedmont,Moscato,100% Moscato,Light,Medium,Low,Dessert,,
7426,L,B 1000-2000,LGN,LGN0233EQ,0,CATALOG,United Beverage,,Cross Keys,Cross Keys  Black Currant Gin (700 ml),700 ml,,940.5,1285,,260.43,22%,,,,,,,,,,,Yes,No,,Latvia,,,,,,,,Gin,
7427,L,A 0-1000,LVK,LVK0214EQ,1,,United Beverage,,Gradus Black,Gradus  Black Vodka (700 ml),700 ml,,536.215,720,678,97.43,15%,6%,640,61.92,10%,6%,Hot Weather Cocktails,,,,,Yes,No,,Russia,,,,,,,,Vodka,
7428,L,B 1000-2000,LTQ,LTQ0173EQ,0,CATALOG,United Beverage,,Rooster Rojo,Rooster Rojo  Tequila Blanco (700 ml),700 ml,,1391,1695,,193.11,12%,,,,,,,,,,,Yes,No,,Mexico,,,,,,,,Tequila,
7429,L,B 1000-2000,LTQ,LTQ0174EQ,1,,United Beverage,,Rooster Rojo,Rooster Rojo  Tequila Reposado (700 ml),700 ml,,1390.7375,1695,1628,130.76,9%,4%,1600,104.59,7%,2%,Margarita & Tequila,,,,,Yes,No,,Mexico,,,,,,,,Tequila,
7430,L,B 1000-2000,LTQ,LTQ0175EQ,0,,United Beverage,,Rooster Rojo,Rooster Rojo  Tequila Anejo (700 ml),700 ml,,1093,1695,,491.11,31%,,1260,84.57,7%,26%,,,,,,Yes,No,,Mexico,,,,,,,,Tequila,
7431,W,F 5K-10K,WRW,WRW5484AU,1,,Smiling Dark House,,Chateau Duhart Milon Rothschild,Chateau Duhart Milon Rothschild 2018,750 ml,2018 [**VINTAGE MAY CHANGE],4000,5300,4899,578.50,13%,8%,4800,485.98,11%,2%,Cabernet Around the World,,,,,Yes,No,Red Wine,France,Bordeaux | Pauillac,Blended,"65% Cabernet Sauvignon, 35% Merlot",Full,High,High,Beef|Lamb|Hard Cheese,,
7432,W,C 2000-3000,WSP,WSP2580BS,0,CATALOG,Texica,N/A,Bottega,Bottega  MIABI Pinot Nero Spumante Brut,750 ml,N/V,1360,2040,,546.54,29%,,,,,,,,,,,No,No,Sparkling Wine,Italy,Lombardy,Pinot Nero,Pinot Nero,Full,High,Low,Fish|Vegetables,,
7433,W,A 0-1000,WRW,WRW5485AB,1,,BB&B,502775,Anakena,Anakena  Birdman Cabernet Sauvignon,750 ml,Current vintage,469.25,600,,91.50,16%,,560,54.11,10%,7%,,,,2,6,No,No,Red Wine,Chile,Central Valley,Cabernet Sauvignon,100% Cabernet Sauvignon,Full,Medium,Medium,Beef|Cured Meat|Barbecue,,
7434,L,B 1000-2000,LLQ,LLQ0414AD,1,,IWS,L-TDBU-002700000,Angostura,Angostura  Amaro di Angostura Liqueur (700 ml),700 ml,,890,1159,,193.18,18%,,1030,72.62,8%,11%,,,,,,Yes,No,,Trinidad & Tobago,,,,,,,,Liqueur,
7435,W,B 1000-2000,WSP,WSP2581FL,1,,AVIVA,N/A,Aviva,Aviva  Red Rose,750 ml,N/V,700,1090,,318.69,31%,,840,85.05,11%,23%,,,11,,,No,No,Sparkling Wine,Spain,Valencia,Others,Airen,,,,,,
7436,W,B 1000-2000,WSP,WSP2582FL,1,,AVIVA,,Aviva,Aviva  Blue Sky,750 ml,N/V,976.108374,1090,,42.58,4%,,840,-191.06,-24%,23%,,,12,,,No,No,Sparkling Wine,Spain,Valencia,Others,Airen,,,,,,
7437,W,B 1000-2000,WSP,WSP2583FL,1,,AVIVA,,Aviva,Aviva  Gold,750 ml,N/V,700,1090,,318.69,31%,,840,85.05,11%,23%,,,11,,,No,No,Sparkling Wine,Spain,Valencia,Others,Muscatel,,,,,,
7438,W,B 1000-2000,WSP,WSP2584FL,1,,AVIVA,,Aviva,Aviva  Pink Gold,750 ml,N/V,993.548387,1090,,25.14,2%,,840,-208.50,-27%,23%,,,12,,,No,No,Sparkling Wine,Spain,Valencia,Others,Airen,,,,,,
7439,L,B 1000-2000,LWH,LWH0665BU,1,,Brown-Forman,,Jack Daniel's,Jack Daniel's  Apple (700 ml),700 ml,,1104.165422,1249,1228,43.50,4%,2%,1240,54.71,5%,-1%,Party Starter,,,3,5,Yes,No,,USA,,,,,,,,Whisky,
7440,L,B 1000-2000,LOT,LOT0138DB,0,,Bacchus Global,JP91300,Yuzu,Yuzu Wine (750 ml),750 ml,,990,1200,,131.50,12%,,1140,75.42,7%,5%,,,,,,No,,,Japan,,,,,,,,Others,Yuzushu
7442,L,C 2000-3000,LWH,LWH0666CN,0,,Alchemy Thailand,Scotch Whisky,Glen Grant,Glen Grant  Single Malt Whisky Arboralis (700 ml),700 ml,,2104,2559,,287.59,12%,,2430,167.03,7%,5%,,,,1,1,Yes,No,,Scotland,,,,,,,,Whisky,
7443,L,F 5K-10K,LWH,LWH0667CN,1,,Alchemy Thailand,,The Macallan,The Macallan  15 Year Old Double Cask (700 ml),700 ml,,7647,9299,,"1,043.65",12%,,8640,427.77,5%,7%,,,,1,2,Yes,No,,Scotland,,,,,,,,Whisky,
7444,L,G 10K-50K,LWH,LWH0668CN,1,,Alchemy Thailand,,The Macallan,The Macallan  18 Year Old Double Cask (700 ml),700 ml,,17683,21499,,"2,409.52",12%,,19970,980.55,5%,7%,,,,1,2,Yes,No,,Scotland,,,,,,,,Whisky,
7445,L,B 1000-2000,LOT,LOT0139DB,0,,Bacchus Global,UJ14472,Tsuruume,Tsuruume Yuzu (720 ml),720 ml,,890,1100,,138.04,13%,,1030,72.62,8%,6%,,,,,,No,,,Japan,,,,,,,,Others,Yuzushu
7446,L,B 1000-2000,LOT,LOT0140DB,0,CATALOG,Bacchus Global,UJ15472,Teshibori,Teshibori Yuzu (720 ml),720 ml,,1250,1699,,337.85,21%,,,,,,,,,,,Yes,,,Japan,,,,,,,,Others,Yuzushu
7447,L,B 1000-2000,LOT,LOT0172DB,0,,Bacchus Global,,Premium Ginger,Premium Ginger Yuzu / Citrus (720 ml),720 ml,,1150,1400,,158.41,12%,,1330,92.99,7%,5%,,,,,,No,,,Japan,,,,,,,,Others,Yuzushu
7448,L,A 0-1000,LOT,LOT0142DB,0,CATALOG,Bacchus Global,UJ13137,Ginyuuka,Ginyuuka Yuzu (375 ml),375 ml,,680,929,,188.22,22%,,,,,,,,,,,Yes,,,Japan,,,,,,,,Others,Yuzushu
